Disease,MMWR year,MMWR week,Current week
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,51,
"Syphilis, congenital",2018,51,
Yellow fever,2018,51,
Trichinellosis¶,2018,51,
Psittacosis¶,2018,51,
"Viral hemorrhagic fevers***, Ebola virus ",2018,51,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,51,
Measles††,2018,51,9
"Botulism, total",2018,51,1
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,51,1
Novel Influenza A virus infections§§,2018,51,
"Viral hemorrhagic fever***, Sabia virus",2018,51,
"Influenza-associated pediatric mortality¶,**",2018,51,4
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,51,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,51,
Anthrax,2018,51,
Vancomycin-resistant Staphylococcus aureus¶,2018,51,
"Poliomyelitis, paralytic",2018,51,
Smallpox,2018,51,
Plague,2018,51,
"Viral hemorrhagic fevers***, Lassa virus",2018,51,
"Hepatitis B, perinatal infection",2018,51,
"Botulism, foodborne",2018,51,
"Meningococcal disease, Other serogroups",2018,51,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,51,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,51,2
"Rabies, human",2018,51,
"Q fever¶, chronic",2018,51,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,51,
Cyclosporiasis¶,2018,51,
Hansen's disease¶,2018,51,
Brucellosis,2018,51,
Hantavirus pulmonary syndrome¶ ,2018,51,
"Q fever¶, total",2018,51,1
"Viral hemorrhagic fevers***, Guanarito virus",2018,51,
Paratyphoid fever¶¶,2018,51,1
Listeriosis,2018,51,3
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,51,1
"Viral hemorrhagic fevers***, Lujo virus",2018,51,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,51,
Streptococcal toxic-shock syndrome¶,2018,51,1
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,51,
"Viral hemorrhagic fever***, Marburg virus",2018,51,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,51,
"Viral hemorrhagic fevers***, Junin virus",2018,51,
Typhoid fever ,2018,51,1
"Q fever¶, acute",2018,51,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,51,
Vancomycin-intermediate Staphylococcus aureus¶,2018,51,
"Meningococcal disease, Serogroups ACWY",2018,51,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,51,
"Botulism, infant",2018,51,1
Leptospirosis¶,2018,51,
Cholera,2018,51,
"Viral hemorrhagic fevers***, Machupo virus",2018,51,
"Botulism, other (wound and unspecified)",2018,51,
Novel Influenza A virus infections§§,2018,52,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,52,
"Meningococcal disease, Other serogroups",2018,52,
Chancroid,2018,52,
Toxic-shock syndrome (other than Streptococcal)¶,2018,52,
Psittacosis¶,2018,52,
"Meningococcal disease, Serogroups ACWY",2018,52,
"Q fever¶, total",2018,52,1
Smallpox,2018,52,
"Influenza-associated pediatric mortality¶,**",2018,52,2
Tularemia,2018,52,
Hantavirus pulmonary syndrome¶ ,2018,52,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,52,
"Botulism, infant",2018,52,
"Meningococcal disease, Serogroup B",2018,52,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,52,
"Viral hemorrhagic fever***, Marburg virus",2018,52,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,52,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,52,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,52,
"Botulism, total",2018,52,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,52,
Leptospirosis¶,2018,52,
Trichinellosis¶,2018,52,
"Viral hemorrhagic fever***, Sabia virus",2018,52,
Paratyphoid fever¶¶,2018,52,
Cholera,2018,52,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,52,
"Viral hemorrhagic fevers***, Machupo virus",2018,52,
Streptococcal toxic-shock syndrome¶,2018,52,1
"Viral hemorrhagic fevers***, Ebola virus ",2018,52,
Hansen's disease¶,2018,52,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,52,
Typhoid fever ,2018,52,
Vancomycin-resistant Staphylococcus aureus¶,2018,52,
"Syphilis, congenital",2018,52,
"Poliomyelitis, paralytic",2018,52,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,52,
"Botulism, other (wound and unspecified)",2018,52,
"Hepatitis B, perinatal infection",2018,52,
"Q fever¶, acute",2018,52,1
"Botulism, foodborne",2018,52,
"Meningococcal disease, Unknown serogroup",2018,52,
"Viral hemorrhagic fevers***, Lassa virus",2018,52,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,52,
"Q fever¶, chronic",2018,52,
Vancomycin-intermediate Staphylococcus aureus¶,2018,52,
Yellow fever,2018,52,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,52,
Cyclosporiasis¶,2018,52,
"Viral hemorrhagic fevers***, Junin virus",2018,52,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,52,
"Rabies, human",2018,52,
Measles††,2018,52,3
"Polio virus Infection, nonparalytic¶",2018,52,
Anthrax,2018,52,
"Viral hemorrhagic fevers***, Guanarito virus",2018,52,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,52,
Listeriosis,2018,52,7
Plague,2018,52,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,52,3
Brucellosis,2018,52,
"Viral hemorrhagic fevers***, Lujo virus",2018,52,
Diphtheria,2018,52,1
Diphtheria,2018,51,1
Diphtheria,2018,47,1
Diphtheria,2018,44,
Diphtheria,2018,46,
Diphtheria,2018,49,1
Diphtheria,2018,43,1
Diphtheria,2018,45,
Diphtheria,2018,50,1
Diphtheria,2018,48,
