Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2016","Lyme disease, Cum 2016, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2016","Malaria, Cum 2016, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2016","Meningococcal disease, invasive§, All serogroups, Cum 2016, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag",Location 1,Location 2
E.N. CENTRAL,2016,40,5,,22,,194,,2113,,2395,,1,,2,,14,,120,,95,,,-,0,,3,,26,,47,,,
MASSACHUSETTS,2016,40,,-,3,,44,,143,,3924,,,-,1,,4,,62,,40,,,-,0,,2,,7,,8,,"MASSACHUSETTS
(42.268546, -72.085064)",
UNITED STATES,2016,40,125,,458,,1703,,25117,,32655,,16,,31,,69,,1197,,1035,,1,,6,,21,,268,,286,,,
MISSISSIPPI,2016,40,,-,0,,1,,,-,2,,,-,0,,1,,5,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2016,40,,-,0,,0,,,-,,-,,-,0,,5,,3,,6,,,-,0,,1,,4,,3,,"OKLAHOMA
(35.468494, -97.521264)",
NORTH DAKOTA,2016,40,,-,0,,5,,24,,29,,,-,0,,1,,6,,3,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NORTH CAROLINA,2016,40,,-,4,,18,,191,,175,,,-,0,,3,,17,,20,,,-,0,,1,,2,,4,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK,2016,40,45,,44,,241,,2615,,2671,,1,,1,,8,,50,,37,,,-,0,,1,,7,,6,,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2016,40,,-,24,,120,,780,,1109,,,-,1,,4,,48,,51,,,-,0,,2,,9,,8,,"VIRGINIA
(37.542699, -78.45822)",
GEORGIA,2016,40,,-,0,,0,,,-,8,,,-,1,,4,,33,,41,,,-,0,,3,,13,,12,,"GEORGIA
(32.836038, -83.631709)",
W.N. CENTRAL,2016,40,1,,5,,32,,263,,2018,,,-,1,,5,,34,,74,,,-,0,,1,,11,,25,,,
KENTUCKY,2016,40,,-,0,,4,,22,,42,,,-,0,,1,,5,,4,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2016,40,,-,4,,28,,250,,255,,,-,0,,1,,1,,2,,,-,0,,2,,3,,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
AMER. SAMOA,2016,40,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
COLORADO,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,21,,,-,0,,1,,3,,3,,"COLORADO
(38.841772, -106.132562)",
E.S. CENTRAL,2016,40,,-,2,,6,,73,,85,,,-,0,,2,,27,,26,,,-,0,,2,,13,,8,,,
ALABAMA,2016,40,,-,0,,3,,33,,21,,,-,0,,1,,5,,10,,,-,0,,1,,5,,5,,"ALABAMA
(32.839182, -86.631125)",
S. ATLANTIC,2016,40,13,,67,,193,,3097,,3489,,2,,7,,21,,335,,249,,1,,1,,4,,49,,52,,,
C.N.M.I.,2016,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
SOUTH CAROLINA,2016,40,,-,0,,3,,24,,36,,,-,0,,2,,5,,3,,,-,0,,2,,7,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2016,40,1,,0,,2,,12,,8,,,-,0,,1,,5,,3,,,-,0,,1,,3,,2,,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,40,2,,24,,109,,1347,,1421,,1,,3,,9,,152,,89,,,-,0,,1,,2,,2,,"MARYLAND
(39.290443, -76.612333)",
MAINE,2016,40,,-,13,,90,,919,,1022,,,-,0,,1,,8,,6,,,-,0,,1,,1,,4,,"MAINE
(45.252223, -68.986647)",
FLORIDA,2016,40,9,,2,,14,,155,,128,,1,,1,,4,,57,,28,,1,,0,,2,,13,,20,,"FLORIDA
(28.915325, -81.922409)",
NEW ENGLAND,2016,42,,-,61,,218,,3264,,9269,,1,,2,,7,,102,,75,,,-,0,,2,,10,,22,,,
PUERTO RICO,2016,40,,N,0,,0,,,N,,N,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2016,40,,-,0,,3,,15,,7,,,-,0,,2,,,-,3,,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
MISSOURI,2016,40,,-,0,,1,,,-,4,,,-,0,,1,,,-,18,,,-,0,,0,,,-,7,,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2016,40,,-,0,,2,,10,,8,,,-,0,,4,,34,,13,,,-,0,,1,,2,,4,,"ARIZONA
(34.869712, -111.760902)",
ILLINOIS,2016,40,,-,2,,27,,184,,266,,,-,1,,4,,35,,40,,,-,0,,2,,9,,15,,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2016,40,,-,0,,2,,18,,20,,,-,0,,2,,12,,11,,,-,0,,1,,7,,2,,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2016,40,,-,9,,50,,676,,529,,,-,0,,2,,9,,6,,,-,0,,0,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
INDIANA,2016,40,,-,0,,13,,101,,132,,,-,0,,2,,10,,8,,,-,0,,2,,5,,4,,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2016,40,,-,0,,25,,,-,1659,,,-,0,,3,,,-,28,,,-,0,,1,,1,,5,,"MINNESOTA
(46.357661, -94.793397)",
SOUTH DAKOTA,2016,40,,-,0,,2,,10,,5,,,-,0,,1,,4,,3,,,-,0,,1,,1,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
HAWAII,2016,40,,N,0,,0,,,N,,N,,-,0,,1,,1,,1,,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
NEW MEXICO,2016,40,,-,0,,1,,1,,,-,,-,0,,1,,2,,3,,,-,0,,1,,2,,1,,"NEW MEXICO
(34.520396, -106.244402)",
NEW JERSEY,2016,40,2,,53,,217,,3020,,4256,,,-,1,,4,,49,,65,,,-,0,,2,,6,,6,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2016,40,,-,0,,1,,2,,7,,,-,0,,2,,,-,3,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
CALIFORNIA,2016,40,,-,0,,4,,34,,91,,,-,2,,5,,78,,80,,,-,1,,7,,67,,42,,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2016,40,39,,127,,809,,9826,,7744,,,-,1,,5,,39,,34,,,-,0,,2,,6,,7,,"PENNSYLVANIA
(40.789676, -77.858055)",
TEXAS,2016,40,,-,1,,4,,34,,41,,3,,2,,9,,94,,65,,,-,0,,3,,18,,23,,"TEXAS
(31.827233, -99.423022)",
WYOMING,2016,40,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
OREGON,2016,40,1,,1,,3,,39,,30,,,-,0,,3,,16,,14,,,-,0,,3,,14,,18,,"OREGON
(44.567912, -120.156945)",
UTAH,2016,40,,-,0,,1,,1,,7,,,-,0,,2,,1,,4,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
W.S. CENTRAL,2016,40,,-,1,,4,,34,,44,,3,,2,,13,,106,,88,,,-,0,,3,,26,,33,,,
OHIO,2016,40,1,,2,,14,,138,,138,,,-,0,,13,,42,,31,,,-,0,,2,,5,,13,,"OHIO
(40.056807, -82.405897)",
WASHINGTON,2016,40,4,,0,,24,,12,,,-,2,,0,,21,,34,,,-,,-,0,,10,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
GUAM,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VERMONT,2016,40,,-,2,,55,,148,,584,,,-,0,,2,,5,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
ARKANSAS,2016,40,,-,0,,0,,,-,,-,,-,0,,1,,2,,8,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2016,40,,-,3,,20,,186,,294,,,-,0,,3,,15,,14,,,-,0,,1,,2,,5,,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2016,40,,-,13,,77,,571,,689,,,-,0,,3,,5,,9,,,-,0,,1,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
MICHIGAN,2016,40,1,,2,,16,,153,,119,,1,,0,,3,,24,,12,,,-,0,,1,,4,,7,,"MICHIGAN
(44.66399, -84.711206)",
MOUNTAIN,2016,40,,-,1,,6,,44,,34,,,-,1,,4,,41,,49,,,-,0,,2,,11,,11,,,
PACIFIC,2016,40,5,,2,,24,,99,,128,,2,,3,,22,,131,,98,,,-,2,,11,,95,,64,,,
NEW YORK CITY,2016,40,15,,4,,563,,788,,774,,7,,4,,17,,175,,150,,,-,0,,2,,9,,6,,NEW YORK CITY,
LOUISIANA,2016,40,,-,0,,0,,,-,3,,,-,0,,2,,7,,9,,,-,0,,1,,3,,5,,"LOUISIANA
(31.2931, -92.463284)",
KANSAS,2016,40,,-,0,,3,,31,,19,,,-,0,,1,,4,,5,,,-,0,,1,,4,,5,,"KANSAS
(38.345528, -98.201847)",
DIST. OF COL.,2016,40,,N,0,,0,,,N,,N,,-,0,,2,,11,,12,,,-,0,,0,,,-,3,,DIST. OF COL.,
NEW ENGLAND,2016,40,,-,68,,212,,3145,,9017,,,-,2,,5,,90,,70,,,-,0,,2,,9,,21,,,
VIRGIN ISL.,2016,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
CONNECTICUT,2016,40,,-,18,,52,,688,,2269,,,-,0,,1,,1,,9,,,-,0,,1,,1,,4,,"CONNECTICUT
(41.544654, -72.651713)",
DIST. OF COL.,2016,41,,N,0,,0,,,N,,N,,-,0,,2,,11,,12,,,-,0,,0,,,-,3,,DIST. OF COL.,
ALASKA,2016,41,,-,0,,2,,14,,7,,,-,0,,1,,2,,3,,,-,0,,2,,5,,3,,"ALASKA
(64.836661, -147.738891)",
MISSOURI,2016,41,,-,0,,1,,,-,4,,,-,0,,1,,,-,18,,,-,0,,0,,,-,7,,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2016,41,25,,127,,811,,10038,,7878,,1,,1,,5,,44,,34,,,-,0,,2,,7,,8,,"PENNSYLVANIA
(40.789676, -77.858055)",
E.N. CENTRAL,2016,41,1,,23,,196,,2164,,2436,,3,,2,,14,,123,,97,,1,,0,,3,,27,,47,,,
MONTANA,2016,41,,-,0,,4,,15,,4,,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
NEW ENGLAND,2016,43,,-,62,,228,,3440,,9378,,3,,2,,7,,105,,77,,,-,0,,2,,10,,23,,,
KANSAS,2016,41,,-,1,,3,,32,,19,,,-,0,,1,,5,,5,,,-,0,,1,,4,,5,,"KANSAS
(38.345528, -98.201847)",
OHIO,2016,41,1,,2,,14,,139,,140,,3,,0,,13,,45,,32,,1,,0,,2,,6,,13,,"OHIO
(40.056807, -82.405897)",
MICHIGAN,2016,41,,-,2,,16,,157,,121,,,-,0,,3,,24,,13,,,-,0,,1,,4,,7,,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2016,41,,-,0,,1,,,-,2,,,-,0,,1,,5,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2016,41,,-,0,,24,,12,,,-,,-,0,,21,,34,,,-,,-,0,,10,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
UTAH,2016,41,,-,0,,1,,1,,7,,,-,0,,2,,1,,4,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
GEORGIA,2016,41,,-,0,,0,,,-,8,,,-,1,,4,,36,,41,,,-,0,,3,,13,,12,,"GEORGIA
(32.836038, -83.631709)",
LOUISIANA,2016,41,,-,0,,0,,,-,3,,,-,0,,2,,7,,9,,,-,0,,1,,3,,5,,"LOUISIANA
(31.2931, -92.463284)",
OKLAHOMA,2016,41,,-,0,,0,,,-,,-,,-,0,,5,,3,,6,,,-,0,,1,,4,,3,,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2016,41,1,,1,,3,,42,,30,,,-,0,,3,,16,,14,,,-,0,,3,,14,,18,,"OREGON
(44.567912, -120.156945)",
DELAWARE,2016,41,6,,8,,22,,363,,366,,,-,0,,2,,11,,3,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
VIRGIN ISL.,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
SOUTH DAKOTA,2016,41,,-,0,,3,,11,,5,,,-,0,,1,,4,,3,,,-,0,,1,,1,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
INDIANA,2016,41,,-,0,,14,,106,,135,,,-,0,,2,,10,,8,,,-,0,,2,,5,,4,,"INDIANA
(39.76845, -86.156212)",
ARIZONA,2016,41,,-,0,,2,,10,,8,,1,,0,,4,,36,,13,,,-,0,,1,,2,,4,,"ARIZONA
(34.869712, -111.760902)",
PUERTO RICO,2016,41,,N,0,,0,,,N,,N,,-,0,,1,,3,,7,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW MEXICO,2016,41,,-,0,,1,,1,,,-,,-,0,,1,,2,,3,,,-,0,,1,,2,,1,,"NEW MEXICO
(34.520396, -106.244402)",
COLORADO,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,21,,1,,0,,1,,4,,3,,"COLORADO
(38.841772, -106.132562)",
HAWAII,2016,41,,N,0,,0,,,N,,N,,-,0,,1,,1,,1,,,-,0,,2,,1,,4,,"HAWAII
(21.30992, -157.858158)",
MOUNTAIN,2016,41,,-,1,,6,,45,,34,,1,,1,,4,,43,,49,,1,,0,,2,,12,,11,,,
PACIFIC,2016,41,1,,2,,24,,102,,128,,,-,3,,22,,132,,99,,,-,2,,11,,95,,68,,,
NEW HAMPSHIRE,2016,41,2,,9,,52,,729,,529,,,-,0,,2,,9,,6,,,-,0,,0,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEBRASKA,2016,41,,-,0,,2,,12,,9,,,-,0,,1,,5,,3,,1,,0,,1,,4,,2,,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,41,4,,24,,109,,1371,,1459,,1,,3,,9,,153,,90,,,-,0,,1,,2,,2,,"MARYLAND
(39.290443, -76.612333)",
NEW YORK,2016,41,89,,44,,241,,2706,,2724,,3,,1,,8,,54,,38,,,-,0,,1,,7,,6,,"NEW YORK
(42.826892, -75.544286)",
W.N. CENTRAL,2016,41,,-,5,,32,,270,,2050,,,-,1,,5,,35,,78,,1,,0,,1,,12,,26,,,
GUAM,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2016,41,,-,4,,18,,191,,175,,,-,0,,3,,17,,20,,,-,0,,1,,2,,4,,"NORTH CAROLINA
(35.47995, -79.180571)",
ILLINOIS,2016,41,,-,2,,27,,193,,271,,,-,1,,4,,35,,40,,,-,0,,2,,9,,15,,"ILLINOIS
(40.477092, -88.993221)",
CALIFORNIA,2016,41,,-,0,,4,,34,,91,,,-,2,,5,,79,,81,,,-,1,,7,,67,,43,,"CALIFORNIA
(37.640735, -121.002435)",
AMER. SAMOA,2016,41,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
FLORIDA,2016,41,2,,2,,14,,157,,130,,1,,1,,4,,58,,30,,,-,0,,2,,13,,20,,"FLORIDA
(28.915325, -81.922409)",
NEVADA,2016,41,,-,0,,1,,2,,7,,,-,0,,2,,,-,3,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
RHODE ISLAND,2016,41,,-,13,,77,,572,,692,,,-,0,,3,,5,,9,,,-,0,,1,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
ALABAMA,2016,41,,-,1,,3,,35,,21,,,-,0,,1,,5,,10,,,-,0,,1,,5,,5,,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2016,41,171,,454,,1715,,25778,,33188,,18,,30,,71,,1236,,1058,,3,,6,,21,,276,,294,,,
KENTUCKY,2016,41,,-,0,,4,,22,,43,,,-,0,,1,,5,,4,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
MID. ATLANTIC,2016,41,152,,267,,1138,,16716,,15709,,10,,7,,20,,329,,294,,,-,0,,4,,29,,26,,,
NEW JERSEY,2016,41,,-,53,,223,,3146,,4315,,,-,1,,4,,50,,66,,,-,0,,2,,6,,6,,"NEW JERSEY
(40.104655, -74.386686)",
MASSACHUSETTS,2016,41,,-,3,,44,,149,,3967,,1,,1,,6,,68,,41,,,-,0,,2,,8,,8,,"MASSACHUSETTS
(42.268546, -72.085064)",
W.S. CENTRAL,2016,41,3,,1,,4,,38,,45,,,-,2,,13,,107,,90,,,-,0,,3,,27,,33,,,
MINNESOTA,2016,41,,-,0,,25,,,-,1684,,,-,0,,3,,,-,30,,,-,0,,1,,1,,6,,"MINNESOTA
(46.357661, -94.793397)",
C.N.M.I.,2016,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
IDAHO,2016,41,,-,0,,3,,16,,7,,,-,0,,2,,,-,3,,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
WYOMING,2016,41,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
VIRGINIA,2016,41,,-,22,,120,,785,,1129,,,-,1,,4,,50,,52,,,-,0,,2,,9,,10,,"VIRGINIA
(37.542699, -78.45822)",
ARKANSAS,2016,41,,-,0,,0,,,-,,-,,-,0,,1,,2,,8,,,-,0,,1,,2,,2,,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2016,41,,-,3,,20,,190,,298,,,-,0,,3,,15,,15,,,-,0,,1,,2,,5,,"IOWA
(42.46942, -93.815856)",
WEST VIRGINIA,2016,41,,-,4,,28,,257,,257,,,-,0,,1,,1,,2,,,-,0,,2,,3,,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH CAROLINA,2016,41,,-,0,,3,,25,,36,,,-,0,,2,,5,,3,,,-,0,,2,,8,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
S. ATLANTIC,2016,41,12,,67,,193,,3149,,3560,,2,,8,,21,,342,,253,,,-,1,,4,,50,,54,,,
CONNECTICUT,2016,41,,-,17,,52,,688,,2305,,,-,0,,1,,1,,9,,,-,0,,1,,1,,4,,"CONNECTICUT
(41.544654, -72.651713)",
TENNESSEE,2016,41,,-,0,,2,,19,,21,,1,,0,,2,,13,,12,,,-,0,,1,,8,,2,,"TENNESSEE
(35.681402, -85.774444)",
WISCONSIN,2016,41,,-,15,,142,,1569,,1769,,,-,0,,2,,9,,4,,,-,0,,1,,3,,8,,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2016,41,,-,0,,5,,25,,31,,,-,0,,1,,6,,4,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
VERMONT,2016,41,,-,1,,55,,148,,608,,,-,0,,2,,6,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
NEW YORK CITY,2016,41,38,,4,,563,,826,,792,,6,,4,,17,,181,,156,,,-,0,,2,,9,,6,,NEW YORK CITY,
MAINE,2016,41,,-,12,,90,,932,,1038,,,-,0,,1,,8,,6,,,-,0,,1,,1,,4,,"MAINE
(45.252223, -68.986647)",
E.S. CENTRAL,2016,41,,-,2,,6,,76,,87,,1,,0,,2,,28,,27,,,-,0,,2,,14,,8,,,
NEW ENGLAND,2016,41,2,,63,,217,,3218,,9139,,1,,2,,7,,97,,71,,,-,0,,2,,10,,21,,,
TEXAS,2016,41,3,,1,,4,,38,,42,,,-,2,,9,,95,,67,,,-,0,,3,,18,,23,,"TEXAS
(31.827233, -99.423022)",
PENNSYLVANIA,2016,42,39,,127,,811,,10237,,8032,,1,,1,,5,,45,,35,,,-,0,,2,,7,,8,,"PENNSYLVANIA
(40.789676, -77.858055)",
S. ATLANTIC,2016,42,35,,68,,193,,3260,,3651,,5,,8,,21,,353,,264,,,-,1,,4,,50,,55,,,
COLORADO,2016,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,21,,,-,0,,1,,4,,4,,"COLORADO
(38.841772, -106.132562)",
MICHIGAN,2016,42,1,,2,,16,,160,,126,,2,,0,,3,,26,,14,,,-,0,,1,,4,,7,,"MICHIGAN
(44.66399, -84.711206)",
C.N.M.I.,2016,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
WISCONSIN,2016,42,,-,15,,147,,1622,,1789,,,-,0,,2,,9,,4,,,-,0,,1,,3,,9,,"WISCONSIN
(44.395526, -89.834513)",
MOUNTAIN,2016,42,,-,1,,6,,44,,35,,,-,1,,4,,44,,50,,,-,0,,2,,12,,12,,,
AMER. SAMOA,2016,42,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
ARIZONA,2016,42,,-,0,,2,,10,,9,,,-,0,,4,,37,,13,,,-,0,,1,,2,,4,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2016,42,,-,0,,3,,14,,4,,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
SOUTH DAKOTA,2016,42,,-,0,,3,,11,,5,,,-,0,,1,,4,,3,,,-,0,,1,,1,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSOURI,2016,42,,-,0,,1,,,-,4,,,-,0,,1,,,-,18,,,-,0,,0,,,-,7,,"MISSOURI
(38.636168, -92.566292)",
W.S. CENTRAL,2016,42,,-,1,,4,,39,,46,,1,,2,,13,,109,,95,,,-,0,,3,,27,,33,,,
NEVADA,2016,42,,-,0,,1,,2,,7,,,-,0,,2,,,-,4,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2016,42,182,,453,,1723,,26395,,33761,,24,,31,,74,,1282,,1100,,2,,6,,21,,281,,299,,,
KENTUCKY,2016,42,,-,0,,4,,22,,44,,,-,0,,1,,5,,4,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2016,42,,-,0,,1,,1,,7,,,-,0,,2,,1,,4,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
FLORIDA,2016,42,3,,2,,14,,160,,133,,2,,1,,4,,60,,31,,,-,0,,2,,13,,20,,"FLORIDA
(28.915325, -81.922409)",
PACIFIC,2016,42,,-,2,,24,,103,,130,,,-,3,,22,,132,,104,,1,,2,,11,,97,,69,,,
VIRGINIA,2016,42,12,,22,,120,,834,,1157,,3,,1,,4,,55,,55,,,-,0,,2,,9,,10,,"VIRGINIA
(37.542699, -78.45822)",
DELAWARE,2016,42,5,,8,,22,,371,,370,,,-,0,,2,,11,,3,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
VERMONT,2016,42,,-,1,,55,,148,,623,,,-,0,,2,,6,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
NEW JERSEY,2016,42,1,,54,,227,,3236,,4372,,,-,1,,5,,57,,70,,,-,0,,2,,6,,6,,"NEW JERSEY
(40.104655, -74.386686)",
RHODE ISLAND,2016,42,,-,13,,77,,586,,714,,,-,0,,3,,5,,10,,,-,0,,1,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2016,42,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
E.S. CENTRAL,2016,42,,-,2,,6,,76,,90,,,-,0,,2,,29,,27,,1,,0,,2,,15,,8,,,
MISSISSIPPI,2016,42,,-,0,,1,,,-,2,,,-,0,,1,,5,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TEXAS,2016,42,,-,1,,4,,39,,43,,1,,2,,9,,97,,70,,,-,0,,3,,18,,23,,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2016,42,,-,0,,2,,11,,10,,,-,0,,1,,6,,4,,,-,0,,1,,4,,2,,"NEBRASKA
(41.640503, -99.367122)",
ILLINOIS,2016,42,,-,2,,27,,199,,277,,,-,1,,4,,36,,41,,,-,0,,2,,11,,15,,"ILLINOIS
(40.477092, -88.993221)",
CONNECTICUT,2016,42,,-,17,,52,,688,,2324,,,-,0,,1,,1,,10,,,-,0,,1,,1,,4,,"CONNECTICUT
(41.544654, -72.651713)",
HAWAII,2016,42,,N,0,,0,,,N,,N,,-,0,,1,,1,,1,,,-,0,,1,,1,,4,,"HAWAII
(21.30992, -157.858158)",
GUAM,2016,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PUERTO RICO,2016,42,,N,0,,0,,,N,,N,,-,0,,1,,3,,7,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MINNESOTA,2016,42,,-,0,,23,,,-,1705,,,-,0,,3,,,-,30,,,-,0,,1,,1,,6,,"MINNESOTA
(46.357661, -94.793397)",
ARKANSAS,2016,42,,-,0,,0,,,-,,-,,-,0,,1,,2,,8,,,-,0,,1,,2,,2,,"ARKANSAS
(34.748745, -92.275105)",
DIST. OF COL.,2016,42,,N,0,,0,,,N,,N,,-,0,,3,,13,,13,,,-,0,,0,,,-,3,,DIST. OF COL.,
W.N. CENTRAL,2016,42,,-,5,,27,,273,,2075,,,-,1,,5,,36,,79,,,-,0,,1,,12,,26,,,
GEORGIA,2016,42,,-,0,,0,,,-,8,,,-,1,,4,,36,,42,,,-,0,,3,,13,,12,,"GEORGIA
(32.836038, -83.631709)",
OHIO,2016,42,1,,2,,14,,141,,142,,1,,0,,13,,46,,32,,,-,0,,2,,6,,13,,"OHIO
(40.056807, -82.405897)",
IDAHO,2016,42,,-,0,,3,,16,,7,,,-,0,,2,,,-,3,,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
