 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2018","Giardiasis, Cum 2018, flag","Giardiasis, Cum 2017","Giardiasis, Cum 2017, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2018","Gonorrhea, Cum 2018, flag","Gonorrhea, Cum 2017","Gonorrhea, Cum 2017, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Current week","Haemophilus influenzae, invasive disease (all ages, all serotypes), Current week, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Med","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Med, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Max","Haemophilus influenzae, invasive disease (all ages, all serotypes), Previous 52 weeks Max, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), all serotypes, Cum 2018","Haemophilus influenzae, invasive disease (all ages, all serotypes), Cum 2018, flag","Haemophilus influenzae, invasive disease (all ages, all serotypes), Cum 2017","Haemophilus influenzae, invasive disease (all ages, all serotypes), Cum 2017, flag",Location 1,Location 2
UTAH,2018,42,2,,3,,12,,180,,181,,35,,54,,80,,2305,,2060,,,-,1,,3,,42,,55,,"UTAH
(39.359772, -111.584173)",
COLORADO,2018,42,8,,10,,23,,434,,425,,123,,177,,270,,7171,,6711,,,-,2,,5,,78,,69,,"COLORADO
(38.841772, -106.132562)",
W.S. CENTRAL,2018,42,2,,3,,17,,127,,278,,886,,1388,,1954,,56620,,59027,,2,,13,,96,,526,,455,,,
NORTH CAROLINA,2018,42,,-,0,,0,,,-,,-,1,,431,,502,,16760,,18501,,,-,4,,12,,146,,151,,"NORTH CAROLINA
(35.47995, -79.180571)",
MASSACHUSETTS,2018,42,4,,11,,19,,461,,462,,113,,163,,202,,6607,,6030,,,-,2,,8,,86,,104,,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2018,42,,-,18,,36,,787,,815,,394,,621,,850,,25564,,25335,,6,,6,,14,,267,,225,,"FLORIDA
(28.915325, -81.922409)",
IOWA,2018,42,,-,4,,10,,192,,227,,41,,91,,113,,3697,,2875,,,-,0,,1,,,-,2,,"IOWA
(42.46942, -93.815856)",
PACIFIC,2018,42,20,,61,,718,,2568,,2516,,461,,1869,,2189,,75828,,74707,,,-,4,,10,,174,,174,,,
NEW ENGLAND,2018,42,9,,20,,36,,863,,888,,142,,218,,385,,8622,,10911,,,-,5,,20,,203,,221,,,
LOUISIANA,2018,42,,-,0,,12,,18,,165,,76,,232,,329,,9308,,9561,,,-,1,,5,,68,,51,,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2018,42,,N,0,,0,,,N,,N,,-,111,,200,,3396,,5981,,,-,2,,8,,78,,60,,"KENTUCKY
(37.64591, -84.774043)",
NEW HAMPSHIRE,2018,43,1,,2,,9,,90,,103,,4,,11,,24,,476,,440,,,-,0,,3,,21,,18,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
W.N. CENTRAL,2018,43,2,,18,,34,,703,,1325,,336,,704,,862,,30732,,26808,,2,,5,,14,,212,,325,,,
CONNECTICUT,2018,43,2,,4,,11,,160,,191,,,-,0,,156,,,U,3179,,,-,1,,6,,47,,58,,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK CITY,2018,43,20,,20,,32,,879,,813,,333,,482,,692,,21307,,19546,,6,,3,,8,,130,,99,,,
HAWAII,2018,43,,-,1,,4,,28,,46,,,-,17,,67,,954,,1147,,,-,1,,4,,33,,23,,"HAWAII
(21.30992, -157.858158)",
UTAH,2018,43,2,,3,,12,,182,,182,,38,,55,,80,,2374,,2118,,1,,1,,3,,44,,55,,"UTAH
(39.359772, -111.584173)",
W.S. CENTRAL,2018,43,3,,3,,17,,132,,285,,736,,1385,,1953,,57968,,60693,,8,,13,,96,,535,,470,,,
MARYLAND,2018,43,3,,3,,8,,122,,144,,8,,188,,340,,7500,,8598,,3,,2,,9,,114,,107,,"MARYLAND
(39.290443, -76.612333)",
KANSAS,2018,43,,-,2,,5,,74,,91,,54,,100,,131,,4362,,3774,,,-,0,,2,,14,,47,,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2018,43,,-,1,,5,,44,,36,,12,,25,,107,,976,,785,,,-,0,,7,,17,,11,,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH CAROLINA,2018,43,,-,0,,0,,,-,,-,2,,431,,502,,17127,,19003,,,-,4,,12,,150,,157,,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSOURI,2018,43,1,,4,,17,,210,,210,,258,,286,,392,,12573,,10741,,2,,3,,10,,130,,113,,"MISSOURI
(38.636168, -92.566292)",
TEXAS,2018,43,,N,0,,0,,,N,,N,633,,945,,1569,,39647,,38482,,5,,7,,66,,333,,279,,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2018,43,,-,2,,6,,89,,114,,,-,46,,106,,2173,,2248,,,-,0,,3,,22,,36,,"NEBRASKA
(41.640503, -99.367122)",
S. ATLANTIC,2018,43,6,,42,,63,,1661,,1957,,765,,2159,,2701,,87971,,99702,,9,,23,,58,,960,,1010,,,
UNITED STATES,2018,43,118,,255,,931,,10937,,12287,,4229,,10513,,12718,,436832,,454216,,48,,105,,301,,4072,,4311,,,
TENNESSEE,2018,43,,N,0,,0,,,N,,N,147,,271,,322,,10837,,10364,,,-,3,,11,,125,,134,,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2018,43,2,,0,,2,,20,,42,,,-,116,,148,,4859,,4471,,,-,0,,2,,8,,34,,"NEVADA
(39.491833, -117.070159)",
NORTH DAKOTA,2018,43,,-,1,,6,,44,,29,,4,,20,,37,,939,,790,,,-,0,,2,,14,,12,,"NORTH DAKOTA
(47.475879, -100.121011)",
C.N.M.I.,2018,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MAINE,2018,43,2,,2,,13,,120,,109,,,-,12,,24,,548,,514,,,-,0,,2,,18,,26,,"MAINE
(45.252223, -68.986647)",
VIRGIN ISL.,2018,43,,-,0,,0,,,-,,-,,-,0,,4,,18,,8,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PACIFIC,2018,43,14,,61,,718,,2656,,2578,,336,,1879,,2189,,77718,,76765,,,-,4,,10,,174,,174,,,
MICHIGAN,2018,43,2,,8,,17,,345,,512,,160,,288,,405,,12352,,13021,,,-,3,,8,,122,,168,,"MICHIGAN
(44.66399, -84.711206)",
MID. ATLANTIC,2018,43,50,,53,,85,,2291,,2313,,917,,1152,,1478,,50164,,48508,,15,,15,,38,,648,,694,,,
NEW JERSEY,2018,43,,-,4,,11,,133,,329,,66,,169,,251,,7094,,7805,,,-,3,,8,,120,,121,,"NEW JERSEY
(40.104655, -74.386686)",
DELAWARE,2018,43,,-,0,,2,,1,,23,,59,,30,,79,,1389,,1458,,,-,0,,2,,13,,20,,"DELAWARE
(39.008676, -75.574561)",
GEORGIA,2018,43,2,,7,,34,,265,,494,,176,,348,,478,,13780,,19146,,2,,3,,14,,175,,179,,"GEORGIA
(32.836038, -83.631709)",
KENTUCKY,2018,43,,N,0,,0,,,N,,N,,-,109,,200,,3396,,6091,,,-,2,,8,,81,,62,,"KENTUCKY
(37.64591, -84.774043)",
CALIFORNIA,2018,43,11,,47,,69,,1987,,2156,,74,,1543,,1698,,63742,,61768,,,-,0,,4,,28,,44,,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2018,43,4,,10,,30,,514,,597,,145,,153,,208,,6270,,6166,,,-,0,,5,,15,,92,,"WISCONSIN
(44.395526, -89.834513)",
PENNSYLVANIA,2018,43,11,,11,,28,,552,,474,,243,,297,,356,,12669,,12645,,1,,5,,14,,209,,258,,"PENNSYLVANIA
(40.789676, -77.858055)",
E.S. CENTRAL,2018,43,6,,4,,12,,195,,151,,147,,749,,1037,,30027,,33267,,,-,7,,22,,346,,316,,,
PUERTO RICO,2018,43,,-,0,,2,,,-,18,,3,,10,,18,,417,,517,,,-,0,,0,,,-,9,,"PUERTO RICO
(18.215692, -66.414655)",
WASHINGTON,2018,43,,-,2,,669,,314,,,-,148,,164,,280,,6622,,8025,,,-,0,,7,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSISSIPPI,2018,43,,N,0,,0,,,N,,N,,-,176,,309,,5930,,7233,,,-,1,,5,,64,,48,,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH CAROLINA,2018,43,1,,3,,9,,163,,128,,,-,242,,462,,10303,,10307,,,-,2,,6,,81,,148,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST VIRGINIA,2018,43,,-,0,,5,,26,,86,,20,,21,,42,,900,,1100,,,-,1,,8,,45,,36,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW MEXICO,2018,43,,-,1,,5,,43,,75,,28,,96,,168,,4015,,3557,,,-,1,,4,,43,,39,,"NEW MEXICO
(34.520396, -106.244402)",
E.N. CENTRAL,2018,43,16,,30,,75,,1416,,1628,,606,,1530,,1898,,62970,,68294,,9,,16,,36,,661,,745,,,
ILLINOIS,2018,43,,N,0,,0,,,N,,N,,-,411,,549,,14966,,19556,,,-,4,,11,,182,,188,,"ILLINOIS
(40.477092, -88.993221)",
AMER. SAMOA,2018,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
SOUTH DAKOTA,2018,43,1,,2,,7,,91,,92,,2,,24,,44,,931,,1030,,,-,0,,3,,20,,17,,"SOUTH DAKOTA
(44.35371, -100.373709)",
IDAHO,2018,43,2,,2,,8,,105,,141,,,-,20,,44,,796,,781,,,-,0,,2,,15,,20,,"IDAHO
(43.680635, -114.364237)",
OKLAHOMA,2018,43,,N,0,,0,,,N,,N,24,,132,,210,,5402,,7550,,1,,2,,19,,85,,94,,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2018,43,1,,1,,6,,58,,86,,,-,40,,62,,1572,,1792,,,-,1,,2,,31,,17,,"ALASKA
(64.836661, -147.738891)",
WYOMING,2018,43,,-,0,,4,,24,,38,,1,,6,,11,,221,,333,,,-,0,,1,,6,,6,,"WYOMING
(43.23558, -108.110518)",
MINNESOTA,2018,43,,-,0,,20,,,-,556,,18,,143,,190,,6057,,5257,,,-,0,,7,,12,,98,,"MINNESOTA
(46.357661, -94.793397)",
DIST. OF COL.,2018,43,,-,1,,10,,62,,46,,,-,49,,130,,1417,,3745,,,-,0,,3,,15,,13,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW YORK,2018,43,19,,15,,34,,727,,697,,275,,215,,452,,9094,,8512,,8,,5,,24,,189,,216,,"NEW YORK
(42.826892, -75.544286)",
FLORIDA,2018,43,,-,18,,36,,787,,834,,352,,621,,850,,26220,,25954,,4,,6,,14,,271,,229,,"FLORIDA
(28.915325, -81.922409)",
GUAM,2018,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,4,,"GUAM
(13.3532, 144.653198)",
ARKANSAS,2018,43,3,,2,,12,,114,,118,,,-,125,,289,,3390,,4851,,2,,1,,11,,49,,45,,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2018,43,2,,3,,8,,125,,123,,143,,251,,400,,10100,,10135,,2,,2,,7,,106,,110,,"ARIZONA
(34.869712, -111.760902)",
INDIANA,2018,43,,-,3,,10,,137,,167,,83,,233,,302,,9675,,9636,,,-,3,,9,,120,,116,,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2018,43,6,,4,,12,,195,,151,,,-,241,,386,,9864,,9579,,,-,2,,7,,76,,72,,"ALABAMA
(32.839182, -86.631125)",
LOUISIANA,2018,43,,-,0,,12,,18,,167,,79,,232,,329,,9529,,9810,,,-,1,,5,,68,,52,,"LOUISIANA
(31.2931, -92.463284)",
COLORADO,2018,43,6,,10,,23,,440,,433,,153,,176,,270,,7324,,6895,,2,,2,,5,,80,,70,,"COLORADO
(38.841772, -106.132562)",
MONTANA,2018,43,1,,1,,6,,68,,107,,7,,21,,36,,941,,625,,,-,0,,2,,14,,18,,"MONTANA
(47.062617, -109.430168)",
VIRGINIA,2018,43,,-,5,,31,,235,,202,,148,,215,,430,,9335,,10391,,,-,3,,21,,96,,121,,"VIRGINIA
(37.542699, -78.45822)",
NEW ENGLAND,2018,43,6,,20,,36,,876,,909,,16,,217,,385,,8652,,11264,,,-,5,,20,,220,,225,,,
VERMONT,2018,43,,N,0,,0,,,N,,N,,-,1,,14,,45,,139,,,-,0,,2,,16,,8,,"VERMONT
(43.622479, -72.51927)",
OHIO,2018,43,10,,7,,29,,420,,352,,218,,465,,546,,19707,,19915,,9,,5,,13,,222,,181,,"OHIO
(40.056807, -82.405897)",
MOUNTAIN,2018,43,15,,23,,47,,1007,,1141,,370,,739,,982,,30630,,28915,,5,,7,,16,,316,,352,,,
IOWA,2018,43,,-,4,,10,,195,,233,,,-,91,,113,,3697,,2968,,,-,0,,1,,,-,2,,"IOWA
(42.46942, -93.815856)",
OREGON,2018,43,2,,6,,14,,269,,290,,114,,112,,149,,4828,,4033,,,-,2,,7,,74,,90,,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2018,43,1,,11,,19,,462,,470,,,-,161,,202,,6607,,6207,,,-,2,,8,,101,,104,,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2018,44,1,,1,,6,,61,,87,,,-,40,,62,,1672,,1837,,,-,1,,2,,31,,17,,"ALASKA
(64.836661, -147.738891)",
PUERTO RICO,2018,44,,-,0,,2,,,-,19,,1,,10,,18,,425,,518,,,-,0,,0,,,-,9,,"PUERTO RICO
(18.215692, -66.414655)",
MASSACHUSETTS,2018,44,7,,11,,20,,492,,484,,,-,160,,202,,6607,,6386,,2,,2,,8,,106,,112,,"MASSACHUSETTS
(42.268546, -72.085064)",
WISCONSIN,2018,44,5,,10,,30,,534,,609,,140,,153,,208,,6448,,6341,,,-,0,,5,,15,,97,,"WISCONSIN
(44.395526, -89.834513)",
VERMONT,2018,44,,N,0,,0,,,N,,N,,-,1,,14,,45,,144,,,-,0,,2,,16,,9,,"VERMONT
(43.622479, -72.51927)",
PENNSYLVANIA,2018,44,12,,11,,28,,572,,482,,236,,297,,360,,12984,,12963,,5,,5,,14,,215,,263,,"PENNSYLVANIA
(40.789676, -77.858055)",
MINNESOTA,2018,44,,-,0,,17,,,-,566,,,-,143,,190,,6057,,5396,,,-,0,,7,,12,,100,,"MINNESOTA
(46.357661, -94.793397)",
COLORADO,2018,44,,-,10,,23,,440,,441,,192,,176,,270,,7516,,7078,,1,,2,,5,,81,,70,,"COLORADO
(38.841772, -106.132562)",
SOUTH DAKOTA,2018,44,,-,2,,7,,92,,92,,,-,27,,44,,1011,,1066,,,-,0,,3,,20,,17,,"SOUTH DAKOTA
(44.35371, -100.373709)",
CONNECTICUT,2018,44,1,,3,,11,,160,,194,,,-,0,,156,,,U,3335,,,-,1,,6,,47,,60,,"CONNECTICUT
(41.544654, -72.651713)",
HAWAII,2018,44,,-,0,,4,,28,,46,,,-,16,,67,,954,,1173,,,-,1,,4,,33,,23,,"HAWAII
(21.30992, -157.858158)",
NEW ENGLAND,2018,44,11,,19,,39,,919,,934,,5,,217,,385,,8663,,11649,,2,,5,,20,,225,,238,,,
MID. ATLANTIC,2018,44,57,,53,,85,,2360,,2362,,789,,1152,,1479,,51321,,49666,,16,,16,,38,,665,,711,,,
LOUISIANA,2018,44,,-,0,,12,,19,,170,,82,,230,,329,,9727,,10139,,,-,1,,5,,68,,53,,"LOUISIANA
(31.2931, -92.463284)",
PACIFIC,2018,44,15,,61,,718,,2747,,2633,,359,,1885,,2189,,79789,,78671,,2,,4,,10,,176,,178,,,
ALABAMA,2018,44,,-,4,,12,,197,,155,,,-,234,,386,,9864,,9892,,,-,2,,7,,77,,73,,"ALABAMA
(32.839182, -86.631125)",
MOUNTAIN,2018,44,4,,22,,47,,1012,,1165,,450,,741,,982,,31354,,29704,,2,,7,,16,,318,,361,,,
UNITED STATES,2018,44,133,,258,,931,,11383,,12545,,4948,,10568,,12718,,450026,,466170,,42,,106,,301,,4168,,4427,,,
NORTH DAKOTA,2018,44,,-,1,,6,,44,,30,,2,,20,,38,,966,,808,,,-,0,,2,,15,,13,,"NORTH DAKOTA
(47.475879, -100.121011)",
DELAWARE,2018,44,,-,0,,2,,1,,23,,,-,30,,79,,1389,,1500,,,-,0,,2,,13,,20,,"DELAWARE
(39.008676, -75.574561)",
NEW YORK CITY,2018,44,18,,20,,32,,901,,830,,285,,482,,693,,21818,,20005,,2,,3,,8,,132,,102,,,
E.S. CENTRAL,2018,44,,-,4,,12,,197,,155,,95,,796,,1005,,31987,,34223,,2,,8,,22,,354,,330,,,
VIRGIN ISL.,2018,44,,-,0,,0,,,-,,-,,-,0,,4,,18,,8,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WYOMING,2018,44,,-,0,,4,,24,,39,,1,,6,,11,,233,,344,,,-,0,,1,,6,,7,,"WYOMING
(43.23558, -108.110518)",
MICHIGAN,2018,44,,-,7,,17,,345,,526,,119,,287,,409,,12640,,13331,,,-,3,,8,,129,,172,,"MICHIGAN
(44.66399, -84.711206)",
GEORGIA,2018,44,,-,5,,34,,265,,507,,155,,350,,478,,14155,,19548,,,-,3,,14,,176,,185,,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2018,44,,-,0,,2,,20,,43,,,-,116,,148,,4859,,4573,,,-,0,,2,,8,,34,,"NEVADA
(39.491833, -117.070159)",
MONTANA,2018,44,1,,1,,6,,69,,109,,23,,21,,36,,981,,636,,,-,0,,2,,14,,18,,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2018,44,2,,2,,12,,116,,121,,,-,125,,289,,3612,,5047,,,-,1,,11,,49,,45,,"ARKANSAS
(34.748745, -92.275105)",
WEST VIRGINIA,2018,44,,-,0,,5,,26,,86,,,-,21,,42,,900,,1121,,,-,1,,8,,47,,36,,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2018,44,,-,2,,6,,88,,92,,51,,102,,131,,4481,,3847,,,-,0,,2,,14,,49,,"KANSAS
(38.345528, -98.201847)",
TEXAS,2018,44,,N,0,,0,,,N,,N,1124,,937,,1570,,40935,,39513,,8,,7,,66,,342,,286,,"TEXAS
(31.827233, -99.423022)",
DIST. OF COL.,2018,44,,-,1,,10,,62,,47,,,-,48,,130,,1417,,3835,,,-,0,,3,,15,,13,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
FLORIDA,2018,44,19,,20,,36,,931,,851,,373,,622,,850,,26835,,26629,,4,,6,,14,,275,,232,,"FLORIDA
(28.915325, -81.922409)",
W.S. CENTRAL,2018,44,2,,3,,17,,135,,291,,1231,,1385,,1955,,59817,,62427,,9,,12,,96,,545,,479,,,
OHIO,2018,44,8,,7,,29,,429,,352,,290,,468,,547,,20313,,20385,,2,,5,,13,,224,,188,,"OHIO
(40.056807, -82.405897)",
C.N.M.I.,2018,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
IDAHO,2018,44,2,,2,,8,,107,,144,,20,,20,,44,,853,,813,,,-,0,,2,,15,,20,,"IDAHO
(43.680635, -114.364237)",
MISSOURI,2018,44,,-,4,,17,,214,,211,,195,,288,,392,,12815,,11017,,1,,3,,10,,133,,116,,"MISSOURI
(38.636168, -92.566292)",
VIRGINIA,2018,44,5,,6,,31,,241,,207,,296,,215,,430,,9630,,10722,,,-,3,,21,,104,,125,,"VIRGINIA
(37.542699, -78.45822)",
TENNESSEE,2018,44,,N,0,,0,,,N,,N,82,,270,,322,,10919,,10556,,,-,3,,11,,125,,142,,"TENNESSEE
(35.681402, -85.774444)",
E.N. CENTRAL,2018,44,13,,30,,75,,1445,,1658,,657,,1534,,1898,,65182,,70032,,2,,16,,36,,680,,767,,,
W.N. CENTRAL,2018,44,1,,18,,34,,748,,1348,,278,,706,,871,,31484,,27484,,3,,5,,14,,222,,333,,,
RHODE ISLAND,2018,44,,-,1,,5,,45,,37,,,-,25,,107,,976,,816,,,-,0,,7,,17,,11,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2018,44,,-,4,,11,,133,,336,,64,,169,,251,,7236,,7991,,,-,3,,8,,120,,127,,"NEW JERSEY
(40.104655, -74.386686)",
MISSISSIPPI,2018,44,,N,0,,0,,,N,,N,13,,187,,306,,7808,,7514,,,-,1,,5,,64,,51,,"MISSISSIPPI
(32.738663, -89.537312)",
KENTUCKY,2018,44,,N,0,,0,,,N,,N,,-,107,,200,,3396,,6261,,2,,2,,8,,88,,64,,"KENTUCKY
(37.64591, -84.774043)",
IOWA,2018,44,,-,4,,10,,202,,240,,6,,91,,115,,3838,,3067,,,-,0,,1,,,-,2,,"IOWA
(42.46942, -93.815856)",
ILLINOIS,2018,44,,N,0,,0,,,N,,N,30,,420,,549,,15861,,20037,,,-,4,,11,,192,,191,,"ILLINOIS
(40.477092, -88.993221)",
AMER. SAMOA,2018,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ARIZONA,2018,44,,-,2,,8,,125,,126,,169,,250,,401,,10415,,10455,,,-,2,,7,,106,,115,,"ARIZONA
(34.869712, -111.760902)",
UTAH,2018,44,1,,3,,12,,183,,186,,,-,55,,80,,2374,,2161,,,-,1,,3,,44,,56,,"UTAH
(39.359772, -111.584173)",
NEBRASKA,2018,44,1,,2,,6,,108,,117,,24,,47,,106,,2316,,2283,,2,,1,,3,,28,,36,,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2018,44,5,,3,,8,,127,,147,,12,,188,,340,,7682,,8862,,,-,2,,9,,116,,109,,"MARYLAND
(39.290443, -76.612333)",
GUAM,2018,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,4,,"GUAM
(13.3532, 144.653198)",
SOUTH CAROLINA,2018,44,1,,4,,9,,167,,131,,248,,240,,462,,10575,,10632,,,-,1,,6,,81,,149,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2018,44,,-,2,,669,,316,,,-,152,,162,,280,,6774,,8234,,,-,0,,7,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
CALIFORNIA,2018,44,10,,48,,69,,2066,,2204,,89,,1544,,1698,,65443,,63303,,,-,0,,4,,27,,46,,"CALIFORNIA
(37.640735, -121.002435)",
NEW HAMPSHIRE,2018,44,1,,2,,9,,97,,106,,5,,11,,24,,487,,444,,,-,0,,3,,21,,19,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW YORK,2018,44,27,,15,,34,,754,,714,,204,,215,,452,,9283,,8707,,9,,5,,24,,198,,219,,"NEW YORK
(42.826892, -75.544286)",
S. ATLANTIC,2018,44,30,,42,,63,,1820,,1999,,1084,,2157,,2701,,90429,,102314,,4,,23,,58,,983,,1030,,,
NORTH CAROLINA,2018,44,,-,0,,0,,,-,,-,,-,432,,497,,17846,,19465,,,-,4,,12,,156,,161,,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2018,44,,-,3,,10,,137,,171,,78,,235,,302,,9920,,9938,,,-,3,,9,,120,,119,,"INDIANA
(39.76845, -86.156212)",
OREGON,2018,44,4,,6,,14,,276,,296,,118,,112,,149,,4946,,4124,,2,,2,,7,,77,,92,,"OREGON
(44.567912, -120.156945)",
MAINE,2018,44,2,,2,,13,,125,,113,,,-,12,,24,,548,,524,,,-,0,,2,,18,,27,,"MAINE
(45.252223, -68.986647)",
NEW MEXICO,2018,44,,-,1,,5,,44,,77,,45,,96,,168,,4123,,3644,,1,,1,,4,,44,,41,,"NEW MEXICO
(34.520396, -106.244402)",
OKLAHOMA,2018,44,,N,0,,0,,,N,,N,25,,132,,210,,5543,,7728,,1,,2,,19,,86,,95,,"OKLAHOMA
(35.468494, -97.521264)",
MISSOURI,2018,45,2,,4,,17,,216,,214,,234,,288,,392,,13132,,11268,,1,,3,,10,,137,,117,,"MISSOURI
(38.636168, -92.566292)",
NEW JERSEY,2018,45,,-,3,,11,,133,,340,,69,,167,,251,,7378,,8175,,,-,3,,8,,120,,130,,"NEW JERSEY
(40.104655, -74.386686)",
ALASKA,2018,45,,-,1,,6,,61,,87,,,-,40,,62,,1712,,1874,,,-,1,,2,,31,,17,,"ALASKA
(64.836661, -147.738891)",
UTAH,2018,45,4,,3,,12,,187,,187,,39,,55,,80,,2466,,2206,,2,,1,,3,,47,,57,,"UTAH
(39.359772, -111.584173)",
INDIANA,2018,45,,-,3,,10,,137,,175,,85,,233,,288,,10179,,10136,,,-,3,,9,,120,,125,,"INDIANA
(39.76845, -86.156212)",
ARIZONA,2018,45,2,,2,,8,,130,,130,,155,,249,,402,,10651,,10668,,,-,2,,7,,106,,116,,"ARIZONA
(34.869712, -111.760902)",
ALABAMA,2018,45,3,,4,,12,,201,,162,,,-,234,,386,,10323,,10176,,,-,2,,7,,80,,74,,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2018,45,,N,0,,0,,,N,,N,108,,277,,338,,12000,,10784,,,-,3,,11,,125,,143,,"TENNESSEE
(35.681402, -85.774444)",
MARYLAND,2018,45,5,,3,,9,,136,,148,,,-,188,,340,,7682,,9110,,1,,2,,9,,117,,111,,"MARYLAND
(39.290443, -76.612333)",
MISSISSIPPI,2018,45,,N,0,,0,,,N,,N,,-,187,,306,,7808,,7729,,,-,1,,5,,64,,52,,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2018,45,,N,0,,0,,,N,,N,25,,132,,210,,5713,,7904,,,-,2,,19,,86,,97,,"OKLAHOMA
(35.468494, -97.521264)",
MONTANA,2018,45,1,,1,,6,,70,,111,,13,,22,,36,,998,,665,,,-,0,,2,,14,,19,,"MONTANA
(47.062617, -109.430168)",
RHODE ISLAND,2018,45,,-,1,,5,,48,,38,,20,,24,,107,,1030,,844,,,-,0,,7,,18,,11,,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGIN ISL.,2018,45,,-,0,,0,,,-,,-,,-,0,,4,,18,,8,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WEST VIRGINIA,2018,45,,-,0,,5,,26,,90,,15,,21,,42,,941,,1146,,,-,1,,8,,47,,37,,"WEST VIRGINIA
(38.668501, -80.709421)",
MOUNTAIN,2018,45,19,,22,,47,,1052,,1183,,398,,741,,982,,32188,,30390,,3,,7,,16,,323,,371,,,
ILLINOIS,2018,45,,N,0,,0,,,N,,N,27,,415,,549,,16181,,20518,,,-,4,,11,,195,,194,,"ILLINOIS
(40.477092, -88.993221)",
GUAM,2018,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,4,,"GUAM
(13.3532, 144.653198)",
MINNESOTA,2018,45,,-,0,,17,,,-,583,,13,,146,,190,,6379,,5508,,,-,0,,7,,12,,102,,"MINNESOTA
(46.357661, -94.793397)",
PACIFIC,2018,45,8,,61,,718,,2799,,2679,,481,,1876,,2189,,81821,,80603,,1,,4,,10,,177,,185,,,
LOUISIANA,2018,45,,-,0,,12,,19,,172,,,-,227,,296,,9727,,10375,,,-,1,,5,,70,,53,,"LOUISIANA
(31.2931, -92.463284)",
