Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cryptosporidiosis, Cum 2018†","Cryptosporidiosis, Cum 2018†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag","Cyclosporiasis, Cum 2018†","Cyclosporiasis, Cum 2018†, flag",Location 1,Location 2
NEW YORK CITY,2019,20,,-,12,,89,,46,,,-,11,,7,,6,,,NEW YORK CITY
NEW ENGLAND,2019,20,3,,42,,137,,202,,,-,10,,2,,5,,,NEW ENGLAND
GUAM,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WYOMING,2019,20,,-,2,,6,,3,,,-,0,,,-,3,,"WYOMING
(42.999627, -107.55145)",
ALABAMA,2019,20,1,,7,,58,,60,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",
IDAHO,2019,20,2,,7,,35,,34,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
NEW MEXICO,2019,20,1,,10,,13,,24,,,-,1,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
MOUNTAIN,2019,20,3,,59,,213,,221,,,-,12,,2,,13,,,MOUNTAIN
NEW HAMPSHIRE,2019,20,,-,7,,24,,22,,,-,2,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
EAST SOUTH CENTRAL,2019,20,2,,22,,160,,221,,,-,5,,1,,,-,,EAST SOUTH CENTRAL
TEXAS,2019,20,,-,53,,120,,175,,,-,40,,2,,3,,"TEXAS
(31.447238, -99.317341)",
DELAWARE,2019,20,,-,4,,5,,11,,,-,3,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
PACIFIC,2019,20,3,,45,,307,,377,,,-,29,,8,,38,,,PACIFIC
NORTHERN MARIANA ISLANDS,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
LOUISIANA,2019,20,,-,9,,29,,46,,,-,2,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
ILLINOIS,2019,20,,-,22,,78,,78,,,-,400,,6,,8,,"ILLINOIS
(40.124144, -89.148632)",
NEVADA,2019,20,,-,6,,10,,4,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",
ALASKA,2019,20,,-,1,,2,,5,,,-,1,,,-,,-,"ALASKA
(63.631126, -151.631889)",
PUERTO RICO,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW JERSEY,2019,21,,-,12,,40,,34,,,-,8,,2,,8,,"NEW JERSEY
(40.110253, -74.655514)",
ILLINOIS,2019,21,,-,23,,81,,88,,,-,400,,6,,27,,"ILLINOIS
(40.124144, -89.148632)",
OKLAHOMA,2019,21,,-,10,,38,,26,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",
SOUTH DAKOTA,2019,21,,-,15,,49,,65,,,-,12,,,-,1,,"SOUTH DAKOTA
(44.43614, -100.230491)",
EAST SOUTH CENTRAL,2019,21,2,,22,,170,,229,,,-,5,,1,,1,,,EAST SOUTH CENTRAL
ARKANSAS,2019,21,3,,8,,47,,25,,,-,1,,1,,1,,"ARKANSAS
(34.899825, -92.439162)",
IOWA,2019,21,4,,40,,150,,212,,,-,75,,1,,17,,"IOWA
(42.074659, -93.500061)",
NORTHERN MARIANA ISLANDS,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
INDIANA,2019,21,,-,21,,,-,84,,,-,21,,,-,1,,"INDIANA
(39.919991, -86.2818)",
ALASKA,2019,21,,-,1,,2,,5,,,-,1,,,-,,-,"ALASKA
(63.631126, -151.631889)",
OHIO,2019,21,9,,36,,196,,217,,,-,23,,,-,2,,"OHIO
(40.415534, -82.70936)",
PACIFIC,2019,21,7,,36,,330,,422,,1,,29,,11,,52,,,PACIFIC
NON-US RESIDENTS,2019,21,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
VERMONT,2019,21,1,,10,,12,,14,,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",
NORTH CAROLINA,2019,21,,-,13,,70,,57,,,-,6,,1,,5,,"NORTH CAROLINA
(35.52603, -79.130883)",
TOTAL,2019,21,78,,457,,2956,,3498,,4,,592,,62,,200,,,TOTAL
LOUISIANA,2019,21,1,,9,,30,,50,,,-,2,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
MINNESOTA,2019,21,,-,27,,,-,122,,,-,34,,,-,2,,"MINNESOTA
(46.349153, -94.198308)",
US TERRITORIES,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NEW YORK CITY,2019,21,,-,12,,93,,52,,,-,11,,8,,8,,,NEW YORK CITY
MOUNTAIN,2019,21,4,,59,,240,,234,,,-,12,,2,,16,,,MOUNTAIN
EAST NORTH CENTRAL,2019,21,12,,119,,543,,698,,,-,458,,7,,59,,,EAST NORTH CENTRAL
ALABAMA,2019,21,1,,7,,64,,61,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",
MISSISSIPPI,2019,21,1,,8,,21,,28,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",
COLORADO,2019,21,,-,11,,52,,55,,,-,6,,,-,8,,"COLORADO
(38.998552, -105.547832)",
SOUTH ATLANTIC,2019,21,22,,75,,529,,550,,2,,27,,16,,18,,,SOUTH ATLANTIC
NEBRASKA,2019,21,8,,9,,66,,53,,,-,5,,1,,1,,"NEBRASKA
(41.527099, -99.810595)",
MISSOURI,2019,21,3,,19,,74,,99,,,-,30,,3,,1,,"MISSOURI
(38.3675, -92.477244)",
PUERTO RICO,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2019,21,,-,1,,2,,3,,,-,1,,,-,,-,"HAWAII
(21.361013, -157.854309)",
MARYLAND,2019,21,1,,7,,21,,17,,,-,7,,3,,2,,"MARYLAND
(38.946466, -76.687282)",
KENTUCKY,2019,21,,-,9,,24,,48,,,-,3,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
WISCONSIN,2019,21,3,,48,,161,,207,,,-,140,,,-,28,,"WISCONSIN
(44.639954, -89.732969)",
VIRGINIA,2019,21,5,,17,,122,,103,,,-,5,,1,,2,,"VIRGINIA
(37.510861, -78.666382)",
TENNESSEE,2019,21,,-,10,,61,,92,,,-,3,,1,,1,,"TENNESSEE
(35.842998, -86.343226)",
DELAWARE,2019,21,,-,4,,5,,11,,,-,3,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
SOUTH CAROLINA,2019,21,,-,6,,34,,40,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
MASSACHUSETTS,2019,21,,-,18,,60,,69,,,-,6,,,-,5,,"MASSACHUSETTS
(42.151077, -71.481104)",
GEORGIA,2019,21,,-,23,,55,,97,,,-,8,,,-,1,,"GEORGIA
(32.638481, -83.426574)",
WYOMING,2019,21,,-,2,,6,,4,,,-,0,,,-,3,,"WYOMING
(42.999627, -107.55145)",
ARIZONA,2019,21,,-,28,,41,,36,,,-,2,,1,,3,,"ARIZONA
(34.293239, -111.664616)",
KANSAS,2019,21,,-,7,,24,,26,,,-,4,,1,,3,,"KANSAS
(38.484729, -98.38018)",
TEXAS,2019,21,,-,53,,161,,186,,,-,40,,2,,3,,"TEXAS
(31.447238, -99.317341)",
MAINE,2019,21,,-,6,,6,,16,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
GUAM,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
RHODE ISLAND,2019,21,,-,4,,8,,66,,,-,2,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
OREGON,2019,21,1,,14,,90,,156,,1,,2,,2,,,-,"OREGON
(43.940449, -120.605279)",
CONNECTICUT,2019,21,,-,8,,29,,18,,,-,6,,3,,4,,"CONNECTICUT
(41.575155, -72.738288)",
MICHIGAN,2019,21,,-,16,,105,,102,,,-,5,,1,,1,,"MICHIGAN
(44.874798, -85.730977)",
NEW MEXICO,2019,21,,-,10,,15,,24,,,-,1,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
MONTANA,2019,21,1,,4,,19,,34,,,-,3,,1,,,-,"MONTANA
(47.033521, -109.645127)",
WEST NORTH CENTRAL,2019,21,15,,82,,371,,596,,,-,101,,6,,25,,,WEST NORTH CENTRAL
NEW ENGLAND,2019,21,1,,42,,141,,206,,,-,10,,4,,9,,,NEW ENGLAND
NEW HAMPSHIRE,2019,21,,-,7,,26,,23,,,-,2,,1,,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
CALIFORNIA,2019,21,4,,26,,156,,194,,,-,26,,8,,48,,"CALIFORNIA
(37.211164, -119.662127)",
NEW YORK,2019,21,6,,20,,98,,60,,1,,11,,2,,,-,"NEW YORK
(42.921241, -75.59655)",
PENNSYLVANIA,2019,21,5,,20,,125,,130,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",
US RESIDENTS,2019,21,78,,457,,2956,,3498,,4,,592,,62,,200,,,US RESIDENTS
NEVADA,2019,21,1,,6,,12,,4,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",
IDAHO,2019,21,1,,7,,37,,34,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
NORTH DAKOTA,2019,21,,-,4,,8,,19,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",
FLORIDA,2019,21,16,,27,,210,,191,,2,,9,,9,,4,,"FLORIDA
(28.260731, -82.420978)",
WEST VIRGINIA,2019,21,,-,6,,6,,19,,,-,2,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
UTAH,2019,21,1,,18,,58,,43,,,-,5,,,-,2,,"UTAH
(39.323779, -111.678222)",
MIDDLE ATLANTIC,2019,21,11,,51,,356,,276,,1,,24,,12,,16,,,MIDDLE ATLANTIC
AMERICAN SAMOA,2019,21,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA
DISTRICT OF COLUMBIA,2019,21,,-,3,,6,,15,,,-,2,,2,,4,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
WASHINGTON,2019,21,2,,10,,80,,64,,,-,3,,1,,4,,"WASHINGTON
(47.411715, -120.592492)",
U.S. VIRGIN ISLANDS,2019,21,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WEST SOUTH CENTRAL,2019,21,4,,64,,276,,287,,,-,49,,3,,4,,,WEST SOUTH CENTRAL
