Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017, flag",Location 1,Location 2
IDAHO,2018,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEVADA,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MISSOURI,2018,50,,-,0,,3,,12,,20,,,-,0,,2,,11,,14,,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2018,50,,-,0,,0,,,-,,-,,-,0,,1,,3,,,-,"ALABAMA
(32.839182, -86.631125)",
MASSACHUSETTS,2018,50,,-,0,,0,,,-,,-,,-,0,,1,,3,,1,,"MASSACHUSETTS
(42.268546, -72.085064)",
MAINE,2018,50,,-,0,,0,,,-,,-,,-,0,,1,,6,,9,,"MAINE
(45.252223, -68.986647)",
COLORADO,2018,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MOUNTAIN,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
IOWA,2018,50,,-,0,,1,,1,,,-,,-,0,,1,,6,,3,,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NORTH DAKOTA,2018,50,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
VERMONT,2018,50,,-,0,,0,,,-,,-,,-,0,,1,,8,,7,,"VERMONT
(43.622479, -72.51927)",
C.N.M.I.,2018,50,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MARYLAND,2018,50,,-,0,,1,,1,,1,,,-,0,,1,,5,,,-,"MARYLAND
(39.290443, -76.612333)",
TEXAS,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
HAWAII,2018,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
OREGON,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
FLORIDA,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"FLORIDA
(28.915325, -81.922409)",
OHIO,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
CALIFORNIA,2018,50,,-,0,,0,,,-,,-,,-,0,,2,,3,,3,,"CALIFORNIA
(37.640735, -121.002435)",
OKLAHOMA,2018,50,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
GEORGIA,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
GUAM,2018,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
SOUTH DAKOTA,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
E.S. CENTRAL,2018,50,,-,0,,1,,4,,4,,,-,0,,1,,3,,13,,,
LOUISIANA,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ARIZONA,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW HAMPSHIRE,2018,50,,-,0,,0,,,-,1,,,-,0,,0,,,-,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2018,50,,-,0,,4,,32,,44,,,-,3,,21,,203,,263,,,
DIST. OF COL.,2018,50,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW MEXICO,2018,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
KENTUCKY,2018,50,,-,0,,0,,,-,2,,,-,0,,0,,,-,4,,"KENTUCKY
(37.64591, -84.774043)",
PACIFIC,2018,50,,-,0,,0,,,-,,-,,-,0,,2,,3,,3,,,
AMER. SAMOA,2018,50,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MINNESOTA,2018,50,,-,0,,0,,,-,1,,,-,0,,1,,,-,32,,"MINNESOTA
(46.357661, -94.793397)",
MICHIGAN,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,"MICHIGAN
(44.66399, -84.711206)",
TENNESSEE,2018,50,,-,0,,1,,3,,2,,,-,0,,0,,,-,5,,"TENNESSEE
(35.681402, -85.774444)",
RHODE ISLAND,2018,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WEST VIRGINIA,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,8,,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGINIA,2018,51,,-,0,,1,,3,,,-,,-,0,,2,,4,,4,,"VIRGINIA
(37.542699, -78.45822)",
CONNECTICUT,2018,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
NORTH CAROLINA,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEVADA,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
DIST. OF COL.,2018,51,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
SOUTH DAKOTA,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2018,51,,-,0,,0,,,-,,-,,-,0,,1,,6,,9,,"MAINE
(45.252223, -68.986647)",
WYOMING,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
GEORGIA,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
PUERTO RICO,2018,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEW ENGLAND,2018,51,,-,0,,0,,,-,1,,,-,0,,2,,19,,23,,,
VERMONT,2018,51,,-,0,,0,,,-,,-,,-,0,,1,,10,,7,,"VERMONT
(43.622479, -72.51927)",
E.S. CENTRAL,2018,51,,-,0,,1,,4,,4,,,-,0,,1,,3,,13,,,
E.N. CENTRAL,2018,51,,-,0,,1,,2,,2,,,-,2,,17,,139,,128,,,
UNITED STATES,2018,51,,-,0,,4,,32,,44,,2,,3,,22,,216,,263,,,
S. ATLANTIC,2018,51,,-,0,,1,,5,,2,,,-,0,,2,,12,,12,,,
UTAH,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
ALABAMA,2018,51,,-,0,,0,,,-,,-,,-,0,,1,,3,,,-,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2018,51,,-,0,,1,,3,,2,,,-,0,,0,,,-,5,,"TENNESSEE
(35.681402, -85.774444)",
OKLAHOMA,2018,51,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MISSISSIPPI,2018,51,,-,0,,1,,1,,,-,,-,0,,0,,,-,4,,"MISSISSIPPI
(32.738663, -89.537312)",
OHIO,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MICHIGAN,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2018,51,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
VIRGIN ISL.,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
IOWA,2018,51,,-,0,,1,,1,,,-,,-,0,,1,,6,,3,,"IOWA
(42.46942, -93.815856)",
NEBRASKA,2018,51,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW YORK,2018,51,,-,0,,0,,,-,,-,2,,0,,3,,12,,10,,"NEW YORK
(42.826892, -75.544286)",
MONTANA,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
OREGON,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MOUNTAIN,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ILLINOIS,2018,51,,-,0,,1,,2,,1,,,-,0,,1,,1,,1,,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2018,51,,-,0,,0,,,-,1,,,-,0,,0,,,-,32,,"MINNESOTA
(46.357661, -94.793397)",
MASSACHUSETTS,2018,51,,-,0,,0,,,-,,-,,-,0,,1,,3,,1,,"MASSACHUSETTS
(42.268546, -72.085064)",
W.S. CENTRAL,2018,51,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,,
SOUTH CAROLINA,2018,51,,-,0,,0,,,-,,-,,-,0,,1,,2,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
HAWAII,2018,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
WISCONSIN,2018,51,,-,0,,0,,,-,1,,,-,1,,7,,73,,85,,"WISCONSIN
(44.395526, -89.834513)",
NEW MEXICO,2018,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
RHODE ISLAND,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PACIFIC,2018,51,,-,0,,0,,,-,,-,,-,0,,2,,3,,3,,,
GUAM,2018,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
COLORADO,2018,51,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
KENTUCKY,2018,51,,-,0,,0,,,-,2,,,-,0,,0,,,-,4,,"KENTUCKY
(37.64591, -84.774043)",
MISSOURI,2018,51,,-,0,,3,,12,,20,,,-,0,,2,,11,,14,,"MISSOURI
(38.636168, -92.566292)",
TEXAS,2018,51,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
DELAWARE,2018,51,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MARYLAND,2018,51,,-,0,,1,,1,,1,,,-,0,,1,,5,,,-,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2018,51,,-,0,,0,,,-,1,,,-,0,,2,,8,,14,,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK CITY,2018,51,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,
