"Reporting.Area","MMWR.Year","MMWR.Week","Cryptosporidiosis_Cases_Count"
"GEORGIA",2020,42,3
"MARYLAND",2020,42,2
"NORTH CAROLINA",2020,42,0
"SOUTH CAROLINA",2020,42,0
"VIRGINIA",2020,42,3
"WEST VIRGINIA",2020,42,0
"EAST SOUTH CENTRAL",2020,42,0
"ALABAMA",2020,42,0
"KENTUCKY",2020,42,0
"MISSISSIPPI",2020,42,0
"TENNESSEE",2020,42,0
"WEST SOUTH CENTRAL",2020,42,7
"ARKANSAS",2020,42,0
"LOUISIANA",2020,42,2
"OKLAHOMA",2020,42,5
"TEXAS",2020,42,0
"MOUNTAIN",2020,42,2
"ARIZONA",2020,42,1
"COLORADO",2020,42,0
"IDAHO",2020,42,0
"MONTANA",2020,42,0
"NEVADA",2020,42,0
"NEW MEXICO",2020,42,0
"UTAH",2020,42,1
"WYOMING",2020,42,0
"PACIFIC",2020,42,2
"ALASKA",2020,42,0
"CALIFORNIA",2020,42,1
"HAWAII",2020,42,0
"OREGON",2020,42,1
"WASHINGTON",2020,42,0
"US TERRITORIES",2020,42,0
"AMERICAN SAMOA",2020,42,0
"NORTHERN MARIANA ISLANDS",2020,42,0
"GUAM",2020,42,0
"PUERTO RICO",2020,42,0
"U.S. VIRGIN ISLANDS",2020,42,0
"NON-US RESIDENTS",2020,42,0
"TOTAL",2020,42,30
"US RESIDENTS",2020,43,31
"NEW ENGLAND",2020,43,0
"CONNECTICUT",2020,43,0
"MAINE",2020,43,0
"MASSACHUSETTS",2020,43,0
"NEW HAMPSHIRE",2020,43,0
"RHODE ISLAND",2020,43,0
"VERMONT",2020,43,0
"MIDDLE ATLANTIC",2020,43,4
"NEW JERSEY",2020,43,0
"NEW YORK",2020,43,3
"NEW YORK CITY",2020,43,0
"PENNSYLVANIA",2020,43,1
"EAST NORTH CENTRAL",2020,43,10
"ILLINOIS",2020,43,0
"INDIANA",2020,43,0
"MICHIGAN",2020,43,0
"OHIO",2020,43,8
"WISCONSIN",2020,43,2
"WEST NORTH CENTRAL",2020,43,2
"IOWA",2020,43,1
"KANSAS",2020,43,1
"MINNESOTA",2020,43,0
"MISSOURI",2020,43,0
"NEBRASKA",2020,43,0
"NORTH DAKOTA",2020,43,0
"SOUTH DAKOTA",2020,43,0
"SOUTH ATLANTIC",2020,43,2
"DELAWARE",2020,43,0
"DISTRICT OF COLUMBIA",2020,43,0
"FLORIDA",2020,43,0
"GEORGIA",2020,43,0
"MARYLAND",2020,43,2
"NORTH CAROLINA",2020,43,0
"SOUTH CAROLINA",2020,43,0
"VIRGINIA",2020,43,0
"WEST VIRGINIA",2020,43,0
"EAST SOUTH CENTRAL",2020,43,0
"ALABAMA",2020,43,0
"KENTUCKY",2020,43,0
"MISSISSIPPI",2020,43,0
"TENNESSEE",2020,43,0
"WEST SOUTH CENTRAL",2020,43,5
"ARKANSAS",2020,43,0
"LOUISIANA",2020,43,2
"OKLAHOMA",2020,43,0
"TEXAS",2020,43,3
"MOUNTAIN",2020,43,1
"ARIZONA",2020,43,1
"COLORADO",2020,43,0
"IDAHO",2020,43,0
"MONTANA",2020,43,0
"NEVADA",2020,43,0
"NEW MEXICO",2020,43,0
"UTAH",2020,43,0
"WYOMING",2020,43,0
"PACIFIC",2020,43,7
"ALASKA",2020,43,0
"CALIFORNIA",2020,43,3
"HAWAII",2020,43,0
"OREGON",2020,43,0
"WASHINGTON",2020,43,4
"US TERRITORIES",2020,43,0
"AMERICAN SAMOA",2020,43,0
"NORTHERN MARIANA ISLANDS",2020,43,0
"GUAM",2020,43,0
"PUERTO RICO",2020,43,0
"U.S. VIRGIN ISLANDS",2020,43,0
"NON-US RESIDENTS",2020,43,0
"TOTAL",2020,43,31
"US RESIDENTS",2020,44,15
"NEW ENGLAND",2020,44,1
"CONNECTICUT",2020,44,0
"MAINE",2020,44,0
"MASSACHUSETTS",2020,44,1
"NEW HAMPSHIRE",2020,44,0
"RHODE ISLAND",2020,44,0
"VERMONT",2020,44,0
"MIDDLE ATLANTIC",2020,44,6
"NEW JERSEY",2020,44,0
"NEW YORK",2020,44,6
"NEW YORK CITY",2020,44,0
"PENNSYLVANIA",2020,44,0
"EAST NORTH CENTRAL",2020,44,0
"ILLINOIS",2020,44,0
"INDIANA",2020,44,0
"MICHIGAN",2020,44,0
"OHIO",2020,44,0
"WISCONSIN",2020,44,0
"WEST NORTH CENTRAL",2020,44,1
"IOWA",2020,44,0
"KANSAS",2020,44,1
"MINNESOTA",2020,44,0
"MISSOURI",2020,44,0
"NEBRASKA",2020,44,0
"NORTH DAKOTA",2020,44,0
"SOUTH DAKOTA",2020,44,0
"SOUTH ATLANTIC",2020,44,3
"DELAWARE",2020,44,0
"DISTRICT OF COLUMBIA",2020,44,0
"FLORIDA",2020,44,0
"GEORGIA",2020,44,1
"MARYLAND",2020,44,1
"NORTH CAROLINA",2020,44,0
"SOUTH CAROLINA",2020,44,1
"VIRGINIA",2020,44,0
"WEST VIRGINIA",2020,44,0
"EAST SOUTH CENTRAL",2020,44,0
"ALABAMA",2020,44,0
"KENTUCKY",2020,44,0
"MISSISSIPPI",2020,44,0
"TENNESSEE",2020,44,0
"WEST SOUTH CENTRAL",2020,44,2
"ARKANSAS",2020,44,0
"LOUISIANA",2020,44,1
"OKLAHOMA",2020,44,0
"TEXAS",2020,44,1
"MOUNTAIN",2020,44,0
"ARIZONA",2020,44,0
"COLORADO",2020,44,0
"IDAHO",2020,44,0
"MONTANA",2020,44,0
"NEVADA",2020,44,0
"NEW MEXICO",2020,44,0
"UTAH",2020,44,0
"WYOMING",2020,44,0
"PACIFIC",2020,44,2
"ALASKA",2020,44,0
"CALIFORNIA",2020,44,1
"HAWAII",2020,44,0
"OREGON",2020,44,0
"WASHINGTON",2020,44,1
"US TERRITORIES",2020,44,0
"AMERICAN SAMOA",2020,44,0
"NORTHERN MARIANA ISLANDS",2020,44,0
"GUAM",2020,44,0
"PUERTO RICO",2020,44,0
"U.S. VIRGIN ISLANDS",2020,44,0
"NON-US RESIDENTS",2020,44,0
"TOTAL",2020,44,15
"US RESIDENTS",2020,45,31
"NEW ENGLAND",2020,45,3
"CONNECTICUT",2020,45,0
"MAINE",2020,45,0
"MASSACHUSETTS",2020,45,2
"NEW HAMPSHIRE",2020,45,0
"RHODE ISLAND",2020,45,1
"VERMONT",2020,45,0
"MIDDLE ATLANTIC",2020,45,3
"NEW JERSEY",2020,45,0
"NEW YORK",2020,45,3
"NEW YORK CITY",2020,45,0
"PENNSYLVANIA",2020,45,0
"EAST NORTH CENTRAL",2020,45,10
"ILLINOIS",2020,45,0
"INDIANA",2020,45,0
"MICHIGAN",2020,45,0
"OHIO",2020,45,6
"WISCONSIN",2020,45,4
"WEST NORTH CENTRAL",2020,45,1
"IOWA",2020,45,1
"KANSAS",2020,45,0
"MINNESOTA",2020,45,0
"MISSOURI",2020,45,0
"NEBRASKA",2020,45,0
"NORTH DAKOTA",2020,45,0
"SOUTH DAKOTA",2020,45,0
"SOUTH ATLANTIC",2020,45,2
"DELAWARE",2020,45,0
"DISTRICT OF COLUMBIA",2020,45,0
"FLORIDA",2020,45,0
"GEORGIA",2020,45,0
"MARYLAND",2020,45,0
"NORTH CAROLINA",2020,45,0
"SOUTH CAROLINA",2020,45,2
"VIRGINIA",2020,45,0
"WEST VIRGINIA",2020,45,0
"EAST SOUTH CENTRAL",2020,45,0
"ALABAMA",2020,45,0
"KENTUCKY",2020,45,0
"MISSISSIPPI",2020,45,0
"TENNESSEE",2020,45,0
"WEST SOUTH CENTRAL",2020,45,6
"ARKANSAS",2020,45,1
"LOUISIANA",2020,45,1
"OKLAHOMA",2020,45,4
"TEXAS",2020,45,0
"MOUNTAIN",2020,45,1
"ARIZONA",2020,45,0
"COLORADO",2020,45,0
"IDAHO",2020,45,0
"MONTANA",2020,45,0
"NEVADA",2020,45,0
"NEW MEXICO",2020,45,0
"UTAH",2020,45,0
"WYOMING",2020,45,1
"PACIFIC",2020,45,5
"ALASKA",2020,45,0
"CALIFORNIA",2020,45,0
"HAWAII",2020,45,0
"OREGON",2020,45,1
"WASHINGTON",2020,45,4
"US TERRITORIES",2020,45,0
"AMERICAN SAMOA",2020,45,0
"NORTHERN MARIANA ISLANDS",2020,45,0
"GUAM",2020,45,0
"PUERTO RICO",2020,45,0
"U.S. VIRGIN ISLANDS",2020,45,0
"NON-US RESIDENTS",2020,45,0
"TOTAL",2020,45,31
"US RESIDENTS",2020,46,32
"NEW ENGLAND",2020,46,4
"CONNECTICUT",2020,46,0
"MAINE",2020,46,1
"MASSACHUSETTS",2020,46,3
"NEW HAMPSHIRE",2020,46,0
"RHODE ISLAND",2020,46,0
"VERMONT",2020,46,0
"MIDDLE ATLANTIC",2020,46,4
"NEW JERSEY",2020,46,0
"NEW YORK",2020,46,4
"NEW YORK CITY",2020,46,0
"PENNSYLVANIA",2020,46,0
"EAST NORTH CENTRAL",2020,46,11
"ILLINOIS",2020,46,0
"INDIANA",2020,46,0
"MICHIGAN",2020,46,0
"OHIO",2020,46,9
"WISCONSIN",2020,46,2
"WEST NORTH CENTRAL",2020,46,1
"IOWA",2020,46,0
"KANSAS",2020,46,0
"MINNESOTA",2020,46,0
"MISSOURI",2020,46,0
"NEBRASKA",2020,46,1
"NORTH DAKOTA",2020,46,0
"SOUTH DAKOTA",2020,46,0
"SOUTH ATLANTIC",2020,46,3
"DELAWARE",2020,46,0
"DISTRICT OF COLUMBIA",2020,46,0
"FLORIDA",2020,46,0
"GEORGIA",2020,46,1
"MARYLAND",2020,46,0
"NORTH CAROLINA",2020,46,0
"SOUTH CAROLINA",2020,46,0
"VIRGINIA",2020,46,2
"WEST VIRGINIA",2020,46,0
"EAST SOUTH CENTRAL",2020,46,0
"ALABAMA",2020,46,0
"KENTUCKY",2020,46,0
"MISSISSIPPI",2020,46,0
"TENNESSEE",2020,46,0
"WEST SOUTH CENTRAL",2020,46,8
"ARKANSAS",2020,46,1
"LOUISIANA",2020,46,1
"OKLAHOMA",2020,46,3
"TEXAS",2020,46,3
"MOUNTAIN",2020,46,1
"ARIZONA",2020,46,1
"COLORADO",2020,46,0
"IDAHO",2020,46,0
"MONTANA",2020,46,0
"NEVADA",2020,46,0
"NEW MEXICO",2020,46,0
"UTAH",2020,46,0
"WYOMING",2020,46,0
"PACIFIC",2020,46,0
"ALASKA",2020,46,0
"CALIFORNIA",2020,46,0
"HAWAII",2020,46,0
"OREGON",2020,46,0
"WASHINGTON",2020,46,0
"US TERRITORIES",2020,46,0
"AMERICAN SAMOA",2020,46,0
"NORTHERN MARIANA ISLANDS",2020,46,0
"GUAM",2020,46,0
"PUERTO RICO",2020,46,0
"U.S. VIRGIN ISLANDS",2020,46,0
"NON-US RESIDENTS",2020,46,0
"TOTAL",2020,46,32
"US RESIDENTS",2020,47,22
"NEW ENGLAND",2020,47,2
"CONNECTICUT",2020,47,0
"MAINE",2020,47,1
"MASSACHUSETTS",2020,47,1
"NEW HAMPSHIRE",2020,47,0
"RHODE ISLAND",2020,47,0
"VERMONT",2020,47,0
"MIDDLE ATLANTIC",2020,47,3
"NEW JERSEY",2020,47,0
"NEW YORK",2020,47,3
"NEW YORK CITY",2020,47,0
"PENNSYLVANIA",2020,47,0
"EAST NORTH CENTRAL",2020,47,1
"ILLINOIS",2020,47,0
"INDIANA",2020,47,0
"MICHIGAN",2020,47,0
"OHIO",2020,47,1
"WISCONSIN",2020,47,0
"WEST NORTH CENTRAL",2020,47,2
"IOWA",2020,47,0
"KANSAS",2020,47,1
"MINNESOTA",2020,47,0
"MISSOURI",2020,47,0
"NEBRASKA",2020,47,1
"NORTH DAKOTA",2020,47,0
"SOUTH DAKOTA",2020,47,0
"SOUTH ATLANTIC",2020,47,5
"DELAWARE",2020,47,0
"DISTRICT OF COLUMBIA",2020,47,0
"FLORIDA",2020,47,0
"GEORGIA",2020,47,2
"MARYLAND",2020,47,0
"NORTH CAROLINA",2020,47,0
"SOUTH CAROLINA",2020,47,3
"VIRGINIA",2020,47,0
"WEST VIRGINIA",2020,47,0
"EAST SOUTH CENTRAL",2020,47,1
"ALABAMA",2020,47,1
"KENTUCKY",2020,47,0
"MISSISSIPPI",2020,47,0
"TENNESSEE",2020,47,0
"WEST SOUTH CENTRAL",2020,47,2
"ARKANSAS",2020,47,1
"LOUISIANA",2020,47,0
"OKLAHOMA",2020,47,0
"TEXAS",2020,47,1
"MOUNTAIN",2020,47,2
"ARIZONA",2020,47,1
"COLORADO",2020,47,1
"IDAHO",2020,47,0
"MONTANA",2020,47,0
"NEVADA",2020,47,0
"NEW MEXICO",2020,47,0
"UTAH",2020,47,0
"WYOMING",2020,47,0
"PACIFIC",2020,47,4
"ALASKA",2020,47,0
"CALIFORNIA",2020,47,2
"HAWAII",2020,47,0
"OREGON",2020,47,0
"WASHINGTON",2020,47,2
"US TERRITORIES",2020,47,0
"AMERICAN SAMOA",2020,47,0
"NORTHERN MARIANA ISLANDS",2020,47,0
"GUAM",2020,47,0
"PUERTO RICO",2020,47,0
"U.S. VIRGIN ISLANDS",2020,47,0
"NON-US RESIDENTS",2020,47,0
"TOTAL",2020,47,22
"US RESIDENTS",2020,48,9
"NEW ENGLAND",2020,48,4
"CONNECTICUT",2020,48,0
"MAINE",2020,48,0
"MASSACHUSETTS",2020,48,4
"NEW HAMPSHIRE",2020,48,0
"RHODE ISLAND",2020,48,0
"VERMONT",2020,48,0
"MIDDLE ATLANTIC",2020,48,2
"NEW JERSEY",2020,48,0
"NEW YORK",2020,48,1
"NEW YORK CITY",2020,48,0
"PENNSYLVANIA",2020,48,1
"EAST NORTH CENTRAL",2020,48,0
"ILLINOIS",2020,48,0
"INDIANA",2020,48,0
"MICHIGAN",2020,48,0
"OHIO",2020,48,0
"WISCONSIN",2020,48,0
"WEST NORTH CENTRAL",2020,48,0
"IOWA",2020,48,0
"KANSAS",2020,48,0
"MINNESOTA",2020,48,0
"MISSOURI",2020,48,0
"NEBRASKA",2020,48,0
"NORTH DAKOTA",2020,48,0
"SOUTH DAKOTA",2020,48,0
"SOUTH ATLANTIC",2020,48,1
"DELAWARE",2020,48,0
"DISTRICT OF COLUMBIA",2020,48,0
"FLORIDA",2020,48,0
"GEORGIA",2020,48,0
"MARYLAND",2020,48,0
"NORTH CAROLINA",2020,48,0
"SOUTH CAROLINA",2020,48,1
"VIRGINIA",2020,48,0
"WEST VIRGINIA",2020,48,0
"EAST SOUTH CENTRAL",2020,48,0
"ALABAMA",2020,48,0
"KENTUCKY",2020,48,0
"MISSISSIPPI",2020,48,0
"TENNESSEE",2020,48,0
"WEST SOUTH CENTRAL",2020,48,0
"ARKANSAS",2020,48,0
"LOUISIANA",2020,48,0
"OKLAHOMA",2020,48,0
"TEXAS",2020,48,0
"MOUNTAIN",2020,48,0
"ARIZONA",2020,48,0
"COLORADO",2020,48,0
"IDAHO",2020,48,0
"MONTANA",2020,48,0
"NEVADA",2020,48,0
"NEW MEXICO",2020,48,0
"UTAH",2020,48,0
"WYOMING",2020,48,0
"PACIFIC",2020,48,2
"ALASKA",2020,48,0
"CALIFORNIA",2020,48,1
"HAWAII",2020,48,0
"OREGON",2020,48,0
"WASHINGTON",2020,48,1
"US TERRITORIES",2020,48,0
"AMERICAN SAMOA",2020,48,0
"NORTHERN MARIANA ISLANDS",2020,48,0
"GUAM",2020,48,0
"PUERTO RICO",2020,48,0
"U.S. VIRGIN ISLANDS",2020,48,0
"NON-US RESIDENTS",2020,48,0
"TOTAL",2020,48,9
"US RESIDENTS",2020,49,18
"NEW ENGLAND",2020,49,2
"CONNECTICUT",2020,49,0
"MAINE",2020,49,0
"MASSACHUSETTS",2020,49,2
"NEW HAMPSHIRE",2020,49,0
"RHODE ISLAND",2020,49,0
"VERMONT",2020,49,0
"MIDDLE ATLANTIC",2020,49,3
"NEW JERSEY",2020,49,0
"NEW YORK",2020,49,3
"NEW YORK CITY",2020,49,0
"PENNSYLVANIA",2020,49,0
"EAST NORTH CENTRAL",2020,49,2
"ILLINOIS",2020,49,0
"INDIANA",2020,49,0
"MICHIGAN",2020,49,0
"OHIO",2020,49,0
"WISCONSIN",2020,49,2
"WEST NORTH CENTRAL",2020,49,2
"IOWA",2020,49,0
"KANSAS",2020,49,1
"MINNESOTA",2020,49,0
"MISSOURI",2020,49,0
"NEBRASKA",2020,49,0
"NORTH DAKOTA",2020,49,1
"SOUTH DAKOTA",2020,49,0
"SOUTH ATLANTIC",2020,49,2
"DELAWARE",2020,49,0
"DISTRICT OF COLUMBIA",2020,49,0
"FLORIDA",2020,49,0
"GEORGIA",2020,49,0
"MARYLAND",2020,49,0
"NORTH CAROLINA",2020,49,0
"SOUTH CAROLINA",2020,49,1
"VIRGINIA",2020,49,1
"WEST VIRGINIA",2020,49,0
"EAST SOUTH CENTRAL",2020,49,1
"ALABAMA",2020,49,0
"KENTUCKY",2020,49,1
"MISSISSIPPI",2020,49,0
"TENNESSEE",2020,49,0
"WEST SOUTH CENTRAL",2020,49,4
"ARKANSAS",2020,49,1
"LOUISIANA",2020,49,0
"OKLAHOMA",2020,49,3
"TEXAS",2020,49,0
"MOUNTAIN",2020,49,0
"ARIZONA",2020,49,0
"COLORADO",2020,49,0
"IDAHO",2020,49,0
"MONTANA",2020,49,0
"NEVADA",2020,49,0
"NEW MEXICO",2020,49,0
"UTAH",2020,49,0
"WYOMING",2020,49,0
"PACIFIC",2020,49,2
"ALASKA",2020,49,0
"CALIFORNIA",2020,49,2
"HAWAII",2020,49,0
"OREGON",2020,49,0
"WASHINGTON",2020,49,0
"US TERRITORIES",2020,49,0
"AMERICAN SAMOA",2020,49,0
"NORTHERN MARIANA ISLANDS",2020,49,0
"GUAM",2020,49,0
"PUERTO RICO",2020,49,0
"U.S. VIRGIN ISLANDS",2020,49,0
"NON-US RESIDENTS",2020,49,0
"TOTAL",2020,49,18
"US RESIDENTS",2020,50,13
"NEW ENGLAND",2020,50,1
"CONNECTICUT",2020,50,0
"MAINE",2020,50,0
"MASSACHUSETTS",2020,50,1
"NEW HAMPSHIRE",2020,50,0
"RHODE ISLAND",2020,50,0
"VERMONT",2020,50,0
"MIDDLE ATLANTIC",2020,50,3
"NEW JERSEY",2020,50,0
"NEW YORK",2020,50,2
"NEW YORK CITY",2020,50,0
"PENNSYLVANIA",2020,50,1
"EAST NORTH CENTRAL",2020,50,0
"ILLINOIS",2020,50,0
"INDIANA",2020,50,0
"MICHIGAN",2020,50,0
"OHIO",2020,50,0
"WISCONSIN",2020,50,0
"WEST NORTH CENTRAL",2020,50,0
"IOWA",2020,50,0
"KANSAS",2020,50,0
"MINNESOTA",2020,50,0
"MISSOURI",2020,50,0
"NEBRASKA",2020,50,0
"NORTH DAKOTA",2020,50,0
"SOUTH DAKOTA",2020,50,0
"SOUTH ATLANTIC",2020,50,3
"DELAWARE",2020,50,0
"DISTRICT OF COLUMBIA",2020,50,0
"FLORIDA",2020,50,0
"GEORGIA",2020,50,1
"MARYLAND",2020,50,0
"NORTH CAROLINA",2020,50,0
"SOUTH CAROLINA",2020,50,0
"VIRGINIA",2020,50,2
"WEST VIRGINIA",2020,50,0
"EAST SOUTH CENTRAL",2020,50,2
"ALABAMA",2020,50,2
"KENTUCKY",2020,50,0
"MISSISSIPPI",2020,50,0
"TENNESSEE",2020,50,0
"WEST SOUTH CENTRAL",2020,50,1
"ARKANSAS",2020,50,0
"LOUISIANA",2020,50,0
"OKLAHOMA",2020,50,1
"TEXAS",2020,50,0
"MOUNTAIN",2020,50,0
"ARIZONA",2020,50,0
"COLORADO",2020,50,0
"IDAHO",2020,50,0
"MONTANA",2020,50,0
"NEVADA",2020,50,0
"NEW MEXICO",2020,50,0
"UTAH",2020,50,0
"WYOMING",2020,50,0
"PACIFIC",2020,50,3
"ALASKA",2020,50,0
"CALIFORNIA",2020,50,1
"HAWAII",2020,50,0
"OREGON",2020,50,0
"WASHINGTON",2020,50,2
"US TERRITORIES",2020,50,0
"AMERICAN SAMOA",2020,50,0
"NORTHERN MARIANA ISLANDS",2020,50,0
"GUAM",2020,50,0
"PUERTO RICO",2020,50,0
"U.S. VIRGIN ISLANDS",2020,50,0
"NON-US RESIDENTS",2020,50,0
"TOTAL",2020,50,13
"US RESIDENTS",2020,51,9
"NEW ENGLAND",2020,51,1
"CONNECTICUT",2020,51,0
"MAINE",2020,51,1
"MASSACHUSETTS",2020,51,0
"NEW HAMPSHIRE",2020,51,0
"RHODE ISLAND",2020,51,0
"VERMONT",2020,51,0
"MIDDLE ATLANTIC",2020,51,3
"NEW JERSEY",2020,51,0
"NEW YORK",2020,51,3
"NEW YORK CITY",2020,51,0
"PENNSYLVANIA",2020,51,0
"EAST NORTH CENTRAL",2020,51,0
"ILLINOIS",2020,51,0
"INDIANA",2020,51,0
"MICHIGAN",2020,51,0
"OHIO",2020,51,0
"WISCONSIN",2020,51,0
"WEST NORTH CENTRAL",2020,51,0
"IOWA",2020,51,0
"KANSAS",2020,51,0
"MINNESOTA",2020,51,0
"MISSOURI",2020,51,0
"NEBRASKA",2020,51,0
"NORTH DAKOTA",2020,51,0
"SOUTH DAKOTA",2020,51,0
"SOUTH ATLANTIC",2020,51,1
"DELAWARE",2020,51,0
"DISTRICT OF COLUMBIA",2020,51,0
"FLORIDA",2020,51,0
"GEORGIA",2020,51,0
"MARYLAND",2020,51,0
"NORTH CAROLINA",2020,51,0
"SOUTH CAROLINA",2020,51,0
"VIRGINIA",2020,51,1
"WEST VIRGINIA",2020,51,0
"EAST SOUTH CENTRAL",2020,51,0
"ALABAMA",2020,51,0
"KENTUCKY",2020,51,0
"MISSISSIPPI",2020,51,0
"TENNESSEE",2020,51,0
"WEST SOUTH CENTRAL",2020,51,1
"ARKANSAS",2020,51,0
"LOUISIANA",2020,51,0
"OKLAHOMA",2020,51,0
"TEXAS",2020,51,1
"MOUNTAIN",2020,51,1
"ARIZONA",2020,51,0
"COLORADO",2020,51,0
"IDAHO",2020,51,0
"MONTANA",2020,51,0
"NEVADA",2020,51,0
"NEW MEXICO",2020,51,0
"UTAH",2020,51,0
"WYOMING",2020,51,1
"PACIFIC",2020,51,2
"ALASKA",2020,51,0
"CALIFORNIA",2020,51,0
"HAWAII",2020,51,0
"OREGON",2020,51,0
"WASHINGTON",2020,51,2
"US TERRITORIES",2020,51,0
"AMERICAN SAMOA",2020,51,0
"NORTHERN MARIANA ISLANDS",2020,51,0
"GUAM",2020,51,0
"PUERTO RICO",2020,51,0
"U.S. VIRGIN ISLANDS",2020,51,0
"NON-US RESIDENTS",2020,51,0
"TOTAL",2020,51,9
"US RESIDENTS",2020,52,28
"NEW ENGLAND",2020,52,3
"CONNECTICUT",2020,52,1
"MAINE",2020,52,0
"MASSACHUSETTS",2020,52,2
"NEW HAMPSHIRE",2020,52,0
"RHODE ISLAND",2020,52,0
"VERMONT",2020,52,0
"MIDDLE ATLANTIC",2020,52,8
"NEW JERSEY",2020,52,0
"NEW YORK",2020,52,6
"NEW YORK CITY",2020,52,0
"PENNSYLVANIA",2020,52,2
"EAST NORTH CENTRAL",2020,52,2
"ILLINOIS",2020,52,0
"INDIANA",2020,52,0
"MICHIGAN",2020,52,0
"OHIO",2020,52,2
"WISCONSIN",2020,52,0
"WEST NORTH CENTRAL",2020,52,0
"IOWA",2020,52,0
"KANSAS",2020,52,0
"MINNESOTA",2020,52,0
"MISSOURI",2020,52,0
"NEBRASKA",2020,52,0
"NORTH DAKOTA",2020,52,0
"SOUTH DAKOTA",2020,52,0
"SOUTH ATLANTIC",2020,52,3
"DELAWARE",2020,52,0
"DISTRICT OF COLUMBIA",2020,52,0
"FLORIDA",2020,52,0
"GEORGIA",2020,52,1
"MARYLAND",2020,52,0
"NORTH CAROLINA",2020,52,0
"SOUTH CAROLINA",2020,52,0
"VIRGINIA",2020,52,2
"WEST VIRGINIA",2020,52,0
"EAST SOUTH CENTRAL",2020,52,3
"ALABAMA",2020,52,1
"KENTUCKY",2020,52,2
"MISSISSIPPI",2020,52,0
"TENNESSEE",2020,52,0
"WEST SOUTH CENTRAL",2020,52,7
"ARKANSAS",2020,52,5
"LOUISIANA",2020,52,0
"OKLAHOMA",2020,52,0
"TEXAS",2020,52,2
"MOUNTAIN",2020,52,0
"ARIZONA",2020,52,0
"COLORADO",2020,52,0
"IDAHO",2020,52,0
"MONTANA",2020,52,0
"NEVADA",2020,52,0
"NEW MEXICO",2020,52,0
"UTAH",2020,52,0
"WYOMING",2020,52,0
"PACIFIC",2020,52,2
"ALASKA",2020,52,0
"CALIFORNIA",2020,52,0
"HAWAII",2020,52,0
"OREGON",2020,52,0
"WASHINGTON",2020,52,2
"US TERRITORIES",2020,52,0
"AMERICAN SAMOA",2020,52,0
"NORTHERN MARIANA ISLANDS",2020,52,0
"GUAM",2020,52,0
"PUERTO RICO",2020,52,0
"U.S. VIRGIN ISLANDS",2020,52,0
"NON-US RESIDENTS",2020,52,0
"TOTAL",2020,52,28
"US RESIDENTS",2020,53,17
"NEW ENGLAND",2020,53,2
"CONNECTICUT",2020,53,0
"MAINE",2020,53,0
"MASSACHUSETTS",2020,53,2
"NEW HAMPSHIRE",2020,53,0
"RHODE ISLAND",2020,53,0
"VERMONT",2020,53,0
"MIDDLE ATLANTIC",2020,53,3
"NEW JERSEY",2020,53,0
"NEW YORK",2020,53,3
"NEW YORK CITY",2020,53,0
"PENNSYLVANIA",2020,53,0
"EAST NORTH CENTRAL",2020,53,0
"ILLINOIS",2020,53,0
"INDIANA",2020,53,0
"MICHIGAN",2020,53,0
"OHIO",2020,53,0
"WISCONSIN",2020,53,0
"WEST NORTH CENTRAL",2020,53,1
"IOWA",2020,53,1
"KANSAS",2020,53,0
"MINNESOTA",2020,53,0
"MISSOURI",2020,53,0
"NEBRASKA",2020,53,0
"NORTH DAKOTA",2020,53,0
"SOUTH DAKOTA",2020,53,0
"SOUTH ATLANTIC",2020,53,1
"DELAWARE",2020,53,0
"DISTRICT OF COLUMBIA",2020,53,0
"FLORIDA",2020,53,0
"GEORGIA",2020,53,0
"MARYLAND",2020,53,0
"NORTH CAROLINA",2020,53,0
"SOUTH CAROLINA",2020,53,0
"VIRGINIA",2020,53,1
"WEST VIRGINIA",2020,53,0
"EAST SOUTH CENTRAL",2020,53,0
"ALABAMA",2020,53,0
"KENTUCKY",2020,53,0
"MISSISSIPPI",2020,53,0
"TENNESSEE",2020,53,0
"WEST SOUTH CENTRAL",2020,53,4
"ARKANSAS",2020,53,3
"LOUISIANA",2020,53,0
"OKLAHOMA",2020,53,1
"TEXAS",2020,53,0
"MOUNTAIN",2020,53,1
"ARIZONA",2020,53,0
"COLORADO",2020,53,1
"IDAHO",2020,53,0
"MONTANA",2020,53,0
"NEVADA",2020,53,0
"NEW MEXICO",2020,53,0
"UTAH",2020,53,0
"WYOMING",2020,53,0
"PACIFIC",2020,53,5
"ALASKA",2020,53,0
"CALIFORNIA",2020,53,0
"HAWAII",2020,53,0
"OREGON",2020,53,0
"WASHINGTON",2020,53,5
"US TERRITORIES",2020,53,0
"AMERICAN SAMOA",2020,53,0
"NORTHERN MARIANA ISLANDS",2020,53,0
"GUAM",2020,53,0
"PUERTO RICO",2020,53,0
"U.S. VIRGIN ISLANDS",2020,53,0
"NON-US RESIDENTS",2020,53,0
"TOTAL",2020,53,17
"US RESIDENTS",2021,1,14
"NEW ENGLAND",2021,1,1
"CONNECTICUT",2021,1,0
"MAINE",2021,1,0
"MASSACHUSETTS",2021,1,0
"NEW HAMPSHIRE",2021,1,0
"RHODE ISLAND",2021,1,0
"VERMONT",2021,1,1
"MIDDLE ATLANTIC",2021,1,3
"NEW JERSEY",2021,1,0
"NEW YORK",2021,1,1
"NEW YORK CITY",2021,1,1
"PENNSYLVANIA",2021,1,1
"EAST NORTH CENTRAL",2021,1,0
