Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cryptosporidiosis, Cum 2018†","Cryptosporidiosis, Cum 2018†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag","Cyclosporiasis, Cum 2018†","Cyclosporiasis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
KENTUCKY,2019,32,2,,7,,55,,104,,,-,2,,,-,6,,"KENTUCKY
(37.526683, -85.290484)",,20193240
MISSISSIPPI,2019,32,,-,8,,34,,50,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20193241
TENNESSEE,2019,32,1,,9,,108,,160,,3,,13,,26,,11,,"TENNESSEE
(35.842998, -86.343226)",,20193242
WEST SOUTH CENTRAL,2019,32,15,,75,,585,,576,,2,,74,,252,,256,,,WEST SOUTH CENTRAL,20193243
ARKANSAS,2019,32,6,,9,,85,,47,,2,,4,,17,,5,,"ARKANSAS
(34.899825, -92.439162)",,20193244
LOUISIANA,2019,32,2,,9,,89,,86,,,-,2,,4,,8,,"LOUISIANA
(30.921314, -91.840238)",,20193245
OKLAHOMA,2019,32,5,,23,,78,,67,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20193246
TEXAS,2019,32,2,,55,,333,,376,,,-,72,,231,,243,,"TEXAS
(31.447238, -99.317341)",,20193247
MOUNTAIN,2019,32,17,,59,,484,,518,,,-,16,,89,,86,,,MOUNTAIN,20193248
ARIZONA,2019,32,4,,28,,82,,84,,,-,5,,12,,9,,"ARIZONA
(34.293239, -111.664616)",,20193249
COLORADO,2019,32,5,,10,,118,,125,,,-,9,,49,,45,,"COLORADO
(38.998552, -105.547832)",,20193250
IDAHO,2019,32,3,,7,,69,,64,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20193251
MONTANA,2019,32,,-,5,,38,,59,,,-,1,,2,,8,,"MONTANA
(47.033521, -109.645127)",,20193252
NEVADA,2019,32,,-,4,,22,,23,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",,20193253
NEW MEXICO,2019,32,1,,10,,29,,45,,,-,5,,16,,2,,"NEW MEXICO
(34.421369, -106.108388)",,20193254
UTAH,2019,32,3,,18,,107,,108,,,-,3,,9,,19,,"UTAH
(39.323779, -111.678222)",,20193255
WYOMING,2019,32,1,,5,,19,,10,,,-,1,,1,,3,,"WYOMING
(42.999627, -107.55145)",,20193256
PACIFIC,2019,32,10,,214,,636,,621,,,-,23,,44,,160,,,PACIFIC,20193257
ALASKA,2019,32,,-,2,,6,,10,,,-,1,,,-,2,,"ALASKA
(63.631126, -151.631889)",,20193258
CALIFORNIA,2019,32,6,,25,,344,,391,,,-,6,,33,,155,,"CALIFORNIA
(37.211164, -119.662127)",,20193259
HAWAII,2019,32,,-,1,,4,,5,,,-,0,,,-,1,,"HAWAII
(21.361013, -157.854309)",,20193260
OREGON,2019,32,2,,14,,153,,215,,,-,1,,5,,2,,"OREGON
(43.940449, -120.605279)",,20193261
WASHINGTON,2019,32,2,,198,,129,,,-,,-,23,,6,,,-,"WASHINGTON
(47.411715, -120.592492)",,20193262
US TERRITORIES,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20193263
AMERICAN SAMOA,2019,32,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20193264
NORTHERN MARIANA ISLANDS,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20193265
GUAM,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20193266
PUERTO RICO,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20193267
U.S. VIRGIN ISLANDS,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20193268
NON-US RESIDENTS,2019,32,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20193269
TOTAL,2019,32,158,,459,,5874,,6941,,84,,456,,2556,,3203,,,TOTAL,20193270
US RESIDENTS,2019,33,162,,459,,6296,,7400,,70,,479,,2936,,3257,,,US RESIDENTS,20193301
NEW ENGLAND,2019,33,8,,42,,280,,377,,2,,87,,344,,65,,,NEW ENGLAND,20193302
CONNECTICUT,2019,33,1,,8,,43,,38,,1,,25,,98,,26,,"CONNECTICUT
(41.575155, -72.738288)",,20193303
MAINE,2019,33,,-,6,,24,,29,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20193304
MASSACHUSETTS,2019,33,7,,13,,142,,158,,1,,57,,205,,30,,"MASSACHUSETTS
(42.151077, -71.481104)",,20193305
NEW HAMPSHIRE,2019,33,,-,7,,38,,49,,,-,2,,9,,6,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20193306
RHODE ISLAND,2019,33,,-,3,,15,,75,,,-,5,,26,,3,,"RHODE ISLAND
(41.572574, -71.534637)",,20193307
VERMONT,2019,33,,-,10,,18,,28,,,-,5,,6,,,-,"VERMONT
(44.075252, -72.662695)",,20193308
MIDDLE ATLANTIC,2019,33,27,,52,,809,,635,,9,,141,,592,,187,,,MIDDLE ATLANTIC,20193309
NEW JERSEY,2019,33,,-,9,,111,,92,,,-,33,,143,,57,,"NEW JERSEY
(40.110253, -74.655514)",,20193310
NEW YORK,2019,33,16,,20,,235,,145,,9,,84,,280,,52,,"NEW YORK
(42.921241, -75.59655)",,20193311
NEW YORK CITY,2019,33,5,,16,,178,,111,,,-,42,,169,,78,,,NEW YORK CITY,20193312
PENNSYLVANIA,2019,33,6,,19,,285,,287,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20193313
EAST NORTH CENTRAL,2019,33,49,,116,,1193,,1653,,17,,81,,415,,1740,,,EAST NORTH CENTRAL,20193314
ILLINOIS,2019,33,,-,23,,213,,249,,,-,50,,140,,1241,,"ILLINOIS
(40.124144, -89.148632)",,20193315
INDIANA,2019,33,,-,12,,,-,209,,,-,1,,,-,77,,"INDIANA
(39.919991, -86.2818)",,20193316
MICHIGAN,2019,33,,-,15,,190,,219,,,-,18,,43,,24,,"MICHIGAN
(44.874798, -85.730977)",,20193317
OHIO,2019,33,31,,36,,394,,416,,16,,37,,135,,80,,"OHIO
(40.415534, -82.70936)",,20193318
WISCONSIN,2019,33,18,,41,,396,,560,,1,,28,,97,,318,,"WISCONSIN
(44.639954, -89.732969)",,20193319
WEST NORTH CENTRAL,2019,33,12,,67,,817,,1338,,3,,52,,194,,536,,,WEST NORTH CENTRAL,20193320
IOWA,2019,33,,-,28,,331,,473,,,-,43,,106,,209,,"IOWA
(42.074659, -93.500061)",,20193321
KANSAS,2019,33,,-,7,,52,,53,,,-,2,,8,,22,,"KANSAS
(38.484729, -98.38018)",,20193322
MINNESOTA,2019,33,,-,22,,,-,320,,,-,2,,,-,151,,"MINNESOTA
(46.349153, -94.198308)",,20193323
MISSOURI,2019,33,8,,14,,187,,221,,1,,15,,47,,106,,"MISSOURI
(38.3675, -92.477244)",,20193324
NEBRASKA,2019,33,4,,8,,124,,102,,2,,6,,30,,18,,"NEBRASKA
(41.527099, -99.810595)",,20193325
NORTH DAKOTA,2019,33,,-,3,,18,,34,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",,20193326
SOUTH DAKOTA,2019,33,,-,7,,105,,135,,,-,3,,3,,30,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20193327
SOUTH ATLANTIC,2019,33,17,,70,,1050,,1125,,20,,162,,810,,195,,,SOUTH ATLANTIC,20193328
DELAWARE,2019,33,,-,4,,17,,16,,,-,2,,3,,4,,"DELAWARE
(38.994926, -75.452394)",,20193329
DISTRICT OF COLUMBIA,2019,33,,-,2,,10,,22,,,-,4,,21,,8,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20193330
FLORIDA,2019,33,,-,27,,372,,353,,,-,105,,385,,61,,"FLORIDA
(28.260731, -82.420978)",,20193331
GEORGIA,2019,33,12,,23,,175,,192,,3,,13,,61,,27,,"GEORGIA
(32.638481, -83.426574)",,20193332
MARYLAND,2019,33,1,,6,,49,,53,,1,,37,,112,,34,,"MARYLAND
(38.946466, -76.687282)",,20193333
NORTH CAROLINA,2019,33,,-,12,,134,,167,,,-,23,,53,,35,,"NORTH CAROLINA
(35.52603, -79.130883)",,20193334
SOUTH CAROLINA,2019,33,,-,5,,54,,80,,,-,4,,19,,4,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20193335
VIRGINIA,2019,33,4,,17,,230,,203,,16,,42,,156,,18,,"VIRGINIA
(37.510861, -78.666382)",,20193336
WEST VIRGINIA,2019,33,,-,6,,9,,39,,,-,1,,,-,4,,"WEST VIRGINIA
(38.642579, -80.613729)",,20193337
EAST SOUTH CENTRAL,2019,33,2,,20,,310,,429,,,-,13,,26,,17,,,EAST SOUTH CENTRAL,20193338
ALABAMA,2019,33,,-,7,,101,,98,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20193339
KENTUCKY,2019,33,1,,7,,58,,110,,,-,2,,,-,6,,"KENTUCKY
(37.526683, -85.290484)",,20193340
MISSISSIPPI,2019,33,,-,8,,34,,52,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20193341
TENNESSEE,2019,33,1,,9,,117,,169,,,-,13,,26,,11,,"TENNESSEE
(35.842998, -86.343226)",,20193342
WEST SOUTH CENTRAL,2019,33,26,,75,,647,,620,,18,,80,,419,,267,,,WEST SOUTH CENTRAL,20193343
ARKANSAS,2019,33,7,,9,,92,,49,,7,,4,,24,,5,,"ARKANSAS
(34.899825, -92.439162)",,20193344
LOUISIANA,2019,33,9,,9,,98,,90,,6,,2,,11,,8,,"LOUISIANA
(30.921314, -91.840238)",,20193345
OKLAHOMA,2019,33,,-,23,,78,,71,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20193346
TEXAS,2019,33,10,,55,,379,,410,,5,,78,,384,,254,,"TEXAS
(31.447238, -99.317341)",,20193347
MOUNTAIN,2019,33,12,,59,,527,,577,,1,,15,,89,,86,,,MOUNTAIN,20193348
ARIZONA,2019,33,2,,28,,90,,112,,1,,5,,13,,9,,"ARIZONA
(34.293239, -111.664616)",,20193349
COLORADO,2019,33,5,,11,,138,,132,,,-,10,,47,,45,,"COLORADO
(38.998552, -105.547832)",,20193350
IDAHO,2019,33,4,,7,,75,,68,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20193351
MONTANA,2019,33,,-,5,,38,,61,,,-,1,,2,,8,,"MONTANA
(47.033521, -109.645127)",,20193352
NEVADA,2019,33,,-,4,,22,,23,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",,20193353
NEW MEXICO,2019,33,,-,10,,30,,55,,,-,5,,16,,2,,"NEW MEXICO
(34.421369, -106.108388)",,20193354
UTAH,2019,33,1,,13,,115,,116,,,-,3,,10,,19,,"UTAH
(39.323779, -111.678222)",,20193355
WYOMING,2019,33,,-,5,,19,,10,,,-,1,,1,,3,,"WYOMING
(42.999627, -107.55145)",,20193356
PACIFIC,2019,33,9,,214,,663,,646,,,-,23,,47,,164,,,PACIFIC,20193357
ALASKA,2019,33,1,,2,,7,,10,,,-,1,,,-,2,,"ALASKA
(63.631126, -151.631889)",,20193358
CALIFORNIA,2019,33,4,,23,,358,,412,,,-,6,,33,,159,,"CALIFORNIA
(37.211164, -119.662127)",,20193359
HAWAII,2019,33,,-,1,,4,,5,,,-,0,,,-,1,,"HAWAII
(21.361013, -157.854309)",,20193360
OREGON,2019,33,1,,14,,157,,219,,,-,1,,5,,2,,"OREGON
(43.940449, -120.605279)",,20193361
WASHINGTON,2019,33,3,,198,,137,,,-,,-,23,,9,,,-,"WASHINGTON
(47.411715, -120.592492)",,20193362
US TERRITORIES,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20193363
AMERICAN SAMOA,2019,33,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20193364
NORTHERN MARIANA ISLANDS,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20193365
GUAM,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20193366
PUERTO RICO,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20193367
U.S. VIRGIN ISLANDS,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20193368
NON-US RESIDENTS,2019,33,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20193369
TOTAL,2019,33,162,,459,,6297,,7400,,70,,479,,2936,,3257,,,TOTAL,20193370
US RESIDENTS,2019,34,175,,450,,6697,,7848,,97,,490,,3292,,3334,,,US RESIDENTS,20193401
NEW ENGLAND,2019,34,6,,42,,306,,398,,1,,89,,351,,65,,,NEW ENGLAND,20193402
CONNECTICUT,2019,34,,-,8,,45,,39,,,-,26,,101,,26,,"CONNECTICUT
(41.575155, -72.738288)",,20193403
MAINE,2019,34,1,,6,,25,,34,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20193404
MASSACHUSETTS,2019,34,4,,13,,148,,162,,1,,58,,207,,30,,"MASSACHUSETTS
(42.151077, -71.481104)",,20193405
NEW HAMPSHIRE,2019,34,,-,7,,39,,53,,,-,2,,9,,6,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20193406
RHODE ISLAND,2019,34,1,,6,,31,,78,,,-,5,,28,,3,,"RHODE ISLAND
(41.572574, -71.534637)",,20193407
VERMONT,2019,34,,-,10,,18,,32,,,-,5,,6,,,-,"VERMONT
(44.075252, -72.662695)",,20193408
MIDDLE ATLANTIC,2019,34,20,,54,,846,,686,,1,,143,,605,,192,,,MIDDLE ATLANTIC,20193409
NEW JERSEY,2019,34,,-,10,,119,,97,,,-,33,,148,,58,,"NEW JERSEY
(40.110253, -74.655514)",,20193410
NEW YORK,2019,34,13,,20,,248,,165,,1,,85,,285,,54,,"NEW YORK
(42.921241, -75.59655)",,20193411
NEW YORK CITY,2019,34,,-,18,,184,,120,,,-,42,,172,,80,,,NEW YORK CITY,20193412
PENNSYLVANIA,2019,34,7,,19,,295,,304,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20193413
EAST NORTH CENTRAL,2019,34,36,,116,,1264,,1769,,6,,82,,432,,1747,,,EAST NORTH CENTRAL,20193414
ILLINOIS,2019,34,,-,23,,227,,270,,,-,51,,149,,1243,,"ILLINOIS
(40.124144, -89.148632)",,20193415
INDIANA,2019,34,,-,11,,,-,219,,,-,1,,,-,78,,"INDIANA
(39.919991, -86.2818)",,20193416
MICHIGAN,2019,34,,-,15,,190,,233,,,-,18,,43,,24,,"MICHIGAN
(44.874798, -85.730977)",,20193417
OHIO,2019,34,24,,36,,418,,452,,5,,37,,140,,83,,"OHIO
(40.415534, -82.70936)",,20193418
WISCONSIN,2019,34,12,,41,,429,,595,,1,,28,,100,,319,,"WISCONSIN
(44.639954, -89.732969)",,20193419
WEST NORTH CENTRAL,2019,34,13,,66,,854,,1401,,3,,55,,205,,542,,,WEST NORTH CENTRAL,20193420
IOWA,2019,34,1,,28,,342,,489,,,-,45,,109,,210,,"IOWA
(42.074659, -93.500061)",,20193421
KANSAS,2019,34,,-,7,,52,,55,,,-,2,,8,,22,,"KANSAS
(38.484729, -98.38018)",,20193422
MINNESOTA,2019,34,,-,22,,,-,342,,,-,1,,,-,152,,"MINNESOTA
(46.349153, -94.198308)",,20193423
MISSOURI,2019,34,5,,13,,195,,233,,2,,15,,50,,109,,"MISSOURI
(38.3675, -92.477244)",,20193424
NEBRASKA,2019,34,6,,8,,132,,109,,1,,6,,32,,19,,"NEBRASKA
(41.527099, -99.810595)",,20193425
NORTH DAKOTA,2019,34,,-,3,,18,,34,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",,20193426
SOUTH DAKOTA,2019,34,1,,8,,115,,139,,,-,4,,6,,30,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20193427
SOUTH ATLANTIC,2019,34,38,,70,,1132,,1195,,31,,168,,943,,205,,,SOUTH ATLANTIC,20193428
DELAWARE,2019,34,1,,4,,18,,17,,,-,2,,4,,5,,"DELAWARE
(38.994926, -75.452394)",,20193429
DISTRICT OF COLUMBIA,2019,34,,-,2,,12,,24,,,-,4,,21,,8,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20193430
FLORIDA,2019,34,18,,27,,411,,374,,24,,113,,499,,66,,"FLORIDA
(28.260731, -82.420978)",,20193431
GEORGIA,2019,34,1,,23,,183,,215,,1,,11,,64,,27,,"GEORGIA
(32.638481, -83.426574)",,20193432
MARYLAND,2019,34,2,,5,,54,,53,,3,,38,,118,,36,,"MARYLAND
(38.946466, -76.687282)",,20193433
NORTH CAROLINA,2019,34,,-,11,,134,,173,,,-,23,,53,,35,,"NORTH CAROLINA
(35.52603, -79.130883)",,20193434
SOUTH CAROLINA,2019,34,2,,5,,56,,83,,,-,4,,20,,5,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20193435
VIRGINIA,2019,34,14,,17,,255,,211,,3,,44,,164,,19,,"VIRGINIA
(37.510861, -78.666382)",,20193436
WEST VIRGINIA,2019,34,,-,6,,9,,45,,,-,1,,,-,4,,"WEST VIRGINIA
(38.642579, -80.613729)",,20193437
EAST SOUTH CENTRAL,2019,34,6,,19,,339,,447,,,-,17,,37,,20,,,EAST SOUTH CENTRAL,20193438
ALABAMA,2019,34,,-,7,,101,,104,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20193439
KENTUCKY,2019,34,3,,7,,62,,117,,,-,2,,,-,6,,"KENTUCKY
(37.526683, -85.290484)",,20193440
MISSISSIPPI,2019,34,1,,8,,42,,52,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20193441
TENNESSEE,2019,34,2,,9,,134,,174,,,-,17,,37,,14,,"TENNESSEE
(35.842998, -86.343226)",,20193442
WEST SOUTH CENTRAL,2019,34,39,,75,,707,,683,,55,,84,,579,,288,,,WEST SOUTH CENTRAL,20193443
ARKANSAS,2019,34,3,,9,,95,,51,,4,,7,,28,,5,,"ARKANSAS
(34.899825, -92.439162)",,20193444
LOUISIANA,2019,34,6,,9,,104,,90,,2,,6,,14,,8,,"LOUISIANA
(30.921314, -91.840238)",,20193445
OKLAHOMA,2019,34,9,,23,,95,,77,,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20193446
TEXAS,2019,34,21,,55,,413,,465,,49,,82,,537,,275,,"TEXAS
(31.447238, -99.317341)",,20193447
MOUNTAIN,2019,34,6,,37,,538,,601,,,-,15,,91,,89,,,MOUNTAIN,20193448
ARIZONA,2019,34,3,,11,,94,,113,,,-,5,,13,,9,,"ARIZONA
(34.293239, -111.664616)",,20193449
COLORADO,2019,34,1,,11,,139,,139,,,-,10,,47,,45,,"COLORADO
(38.998552, -105.547832)",,20193450
IDAHO,2019,34,1,,7,,77,,72,,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20193451
MONTANA,2019,34,,-,5,,38,,61,,,-,1,,2,,9,,"MONTANA
(47.033521, -109.645127)",,20193452
NEVADA,2019,34,,-,4,,25,,26,,,N,,NC,,N,,N,"NEVADA
(39.283294, -114.916992)",,20193453
NEW MEXICO,2019,34,,-,5,,32,,60,,,-,5,,16,,2,,"NEW MEXICO
(34.421369, -106.108388)",,20193454
UTAH,2019,34,1,,13,,114,,119,,,-,3,,12,,20,,"UTAH
(39.323779, -111.678222)",,20193455
WYOMING,2019,34,,-,5,,19,,11,,,-,1,,1,,3,,"WYOMING
(42.999627, -107.55145)",,20193456
PACIFIC,2019,34,11,,214,,711,,668,,,-,23,,47,,166,,,PACIFIC,20193457
ALASKA,2019,34,,-,2,,7,,10,,,-,1,,,-,2,,"ALASKA
(63.631126, -151.631889)",,20193458
CALIFORNIA,2019,34,7,,27,,393,,429,,,-,6,,33,,161,,"CALIFORNIA
(37.211164, -119.662127)",,20193459
HAWAII,2019,34,,-,1,,5,,5,,,-,0,,,-,1,,"HAWAII
(21.361013, -157.854309)",,20193460
OREGON,2019,34,4,,14,,166,,224,,,-,1,,5,,2,,"OREGON
(43.940449, -120.605279)",,20193461
WASHINGTON,2019,34,,-,198,,140,,,-,,-,23,,9,,,-,"WASHINGTON
(47.411715, -120.592492)",,20193462
US TERRITORIES,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20193463
AMERICAN SAMOA,2019,34,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20193464
NORTHERN MARIANA ISLANDS,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20193465
GUAM,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20193466
PUERTO RICO,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20193467
U.S. VIRGIN ISLANDS,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20193468
NON-US RESIDENTS,2019,34,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20193469
TOTAL,2019,34,175,,450,,6698,,7848,,97,,490,,3292,,3334,,,TOTAL,20193470
US RESIDENTS,2019,35,173,,450,,7073,,8256,,31,,496,,3440,,3350,,,US RESIDENTS,20193501
NEW ENGLAND,2019,35,6,,42,,318,,422,,,-,91,,351,,66,,,NEW ENGLAND,20193502
CONNECTICUT,2019,35,,-,8,,45,,44,,,-,26,,101,,26,,"CONNECTICUT
(41.575155, -72.738288)",,20193503
MAINE,2019,35,,-,6,,26,,39,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20193504
MASSACHUSETTS,2019,35,6,,14,,157,,170,,,-,60,,207,,31,,"MASSACHUSETTS
(42.151077, -71.481104)",,20193505
NEW HAMPSHIRE,2019,35,,-,7,,41,,56,,,-,2,,9,,6,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20193506
RHODE ISLAND,2019,35,,-,6,,31,,78,,,-,5,,28,,3,,"RHODE ISLAND
(41.572574, -71.534637)",,20193507
VERMONT,2019,35,,-,10,,18,,35,,,-,5,,6,,,-,"VERMONT
(44.075252, -72.662695)",,20193508
MIDDLE ATLANTIC,2019,35,21,,54,,884,,726,,3,,143,,609,,193,,,MIDDLE ATLANTIC,20193509
NEW JERSEY,2019,35,,-,10,,120,,103,,,-,33,,148,,58,,"NEW JERSEY
(40.110253, -74.655514)",,20193510
NEW YORK,2019,35,13,,19,,261,,181,,3,,85,,288,,54,,"NEW YORK
(42.921241, -75.59655)",,20193511
NEW YORK CITY,2019,35,,-,18,,193,,129,,,-,42,,173,,81,,,NEW YORK CITY,20193512
PENNSYLVANIA,2019,35,8,,19,,310,,313,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20193513
EAST NORTH CENTRAL,2019,35,41,,100,,1362,,1869,,2,,111,,508,,1752,,,EAST NORTH CENTRAL,20193514
ILLINOIS,2019,35,,-,23,,239,,291,,,-,51,,155,,1244,,"ILLINOIS
(40.124144, -89.148632)",,20193515
INDIANA,2019,35,,-,11,,,-,227,,,-,1,,,-,78,,"INDIANA
(39.919991, -86.2818)",,20193516
MICHIGAN,2019,35,1,,15,,217,,246,,,-,60,,110,,24,,"MICHIGAN
(44.874798, -85.730977)",,20193517
OHIO,2019,35,28,,32,,445,,473,,1,,37,,141,,87,,"OHIO
(40.415534, -82.70936)",,20193518
WISCONSIN,2019,35,12,,41,,461,,632,,1,,28,,102,,319,,"WISCONSIN
(44.639954, -89.732969)",,20193519
WEST NORTH CENTRAL,2019,35,19,,66,,893,,1467,,1,,55,,208,,545,,,WEST NORTH CENTRAL,20193520
IOWA,2019,35,,-,28,,348,,517,,,-,45,,110,,210,,"IOWA
(42.074659, -93.500061)",,20193521
KANSAS,2019,35,,-,7,,52,,56,,,-,2,,8,,22,,"KANSAS
(38.484729, -98.38018)",,20193522
MINNESOTA,2019,35,,-,22,,,-,360,,,-,1,,,-,153,,"MINNESOTA
(46.349153, -94.198308)",,20193523
MISSOURI,2019,35,15,,14,,217,,243,,1,,15,,52,,110,,"MISSOURI
(38.3675, -92.477244)",,20193524
NEBRASKA,2019,35,4,,8,,137,,111,,,-,6,,32,,20,,"NEBRASKA
(41.527099, -99.810595)",,20193525
NORTH DAKOTA,2019,35,,-,3,,22,,34,,,N,,NC,,N,,N,"NORTH DAKOTA
(47.446305, -100.46931)",,20193526
SOUTH DAKOTA,2019,35,,-,8,,117,,146,,,-,4,,6,,30,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20193527
SOUTH ATLANTIC,2019,35,26,,53,,1195,,1242,,9,,169,,968,,209,,,SOUTH ATLANTIC,20193528
DELAWARE,2019,35,1,,4,,19,,19,,,-,2,,4,,5,,"DELAWARE
(38.994926, -75.452394)",,20193529
DISTRICT OF COLUMBIA,2019,35,,-,2,,14,,26,,,-,6,,24,,8,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20193530
FLORIDA,2019,35,6,,27,,417,,384,,4,,113,,503,,69,,"FLORIDA
(28.260731, -82.420978)",,20193531
GEORGIA,2019,35,4,,20,,201,,227,,,-,14,,65,,27,,"GEORGIA
(32.638481, -83.426574)",,20193532
MARYLAND,2019,35,5,,5,,60,,58,,1,,38,,118,,36,,"MARYLAND
(38.946466, -76.687282)",,20193533
NORTH CAROLINA,2019,35,,-,11,,147,,181,,,-,27,,63,,35,,"NORTH CAROLINA
(35.52603, -79.130883)",,20193534
SOUTH CAROLINA,2019,35,,-,5,,56,,84,,1,,4,,21,,5,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20193535
VIRGINIA,2019,35,10,,19,,270,,215,,3,,44,,170,,19,,"VIRGINIA
(37.510861, -78.666382)",,20193536
WEST VIRGINIA,2019,35,,-,4,,11,,48,,,-,1,,,-,5,,"WEST VIRGINIA
(38.642579, -80.613729)",,20193537
EAST SOUTH CENTRAL,2019,35,,-,19,,344,,466,,,-,17,,41,,22,,,EAST SOUTH CENTRAL,20193538
ALABAMA,2019,35,,-,7,,101,,110,,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20193539
KENTUCKY,2019,35,,-,7,,63,,124,,,-,2,,,-,8,,"KENTUCKY
(37.526683, -85.290484)",,20193540
MISSISSIPPI,2019,35,,-,8,,46,,55,,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20193541
TENNESSEE,2019,35,,-,9,,134,,177,,,-,17,,41,,14,,"TENNESSEE
(35.842998, -86.343226)",,20193542
WEST SOUTH CENTRAL,2019,35,43,,75,,766,,746,,14,,92,,611,,307,,,WEST SOUTH CENTRAL,20193543
ARKANSAS,2019,35,5,,9,,100,,52,,2,,7,,30,,5,,"ARKANSAS
(34.899825, -92.439162)",,20193544
